"issue","status","resource_id","organization_name","title_es","title_en","group_size","signals","slug","phone","website_url","source_url","recommended_action","review_notes"
"shared_title_review","published","7c98a4a6-92bf-4ba7-99a0-3f1f9217008b","Autism Society of Texas","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","autism-society-of-texas-community-support-for-individuals-and-families","512-479-4199","http://www.texasautismsociety.org","http://www.texasautismsociety.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","8f77124b-79e0-406e-b2bd-ceb422004b23","Beat 4 Beat","Programas educativos y apoyo al aprendizaje","Education and learning support programs","9","","beat-4-beat-education-and-learning-support-programs","512-484-0829","https://beat4beat.org/","https://beat4beat.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","98d4da6f-df63-4e3f-b11e-5647f372c084","Black Mamas ATX","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","black-mamas-atx-community-support-for-individuals-and-families","","http://blackmamasatx.com/","http://blackmamasatx.com/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","0582465d-96a1-4806-a237-22ee6bed50d3","Black Women Who","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","black-women-who-community-support-for-individuals-and-families","512-554-9477","http://www.blackwomenwho.com/","http://www.blackwomenwho.com/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","dc1dba5f-ed5e-4f0b-ab30-931192372aed","Boys and Girls Club of Georgetown","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","boys-and-girls-club-of-georgetown-youth-development-and-recreation-programs","512-868-3700","http://bgctx.org/Georgetown","http://bgctx.org/Georgetown","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","7d9f192e-046d-4def-8c1b-ef30bbdbbf5a","Breakthrough CTX","Programas educativos y apoyo al aprendizaje","Education and learning support programs","9","","breakthrough-ctx-education-and-learning-support-programs","512-692-9444","https://breakthroughctx.org/","https://breakthroughctx.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","180d2b16-e6f5-47b5-92fa-44df43637545","Bridge Lacrosse","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","bridge-lacrosse-youth-development-and-recreation-programs","214-717-3191","http://bridgelacrosse.org/","http://bridgelacrosse.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","0e0452ad-c60b-4f3b-92ab-0434444425f4","Candlelight Ranch","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","candlelight-ranch-youth-development-and-recreation-programs","512-323-5300","http://www.candlelightranch.org","http://www.candlelightranch.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","f695bd6c-bf3c-4476-b78c-2262aa8befb8","CARY (Council on At Risk Youth)","Programas educativos y apoyo al aprendizaje","Education and learning support programs","9","","cary-council-on-at-risk-youth-education-and-learning-support-programs","512-451-4592","http://www.cary4kids.org","http://www.cary4kids.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","179bfc2d-5f17-4f27-9000-086c4ec3c871","Center for Child Protection","Programas educativos y apoyo al aprendizaje","Education and learning support programs","9","","center-for-child-protection-education-and-learning-support-programs","512-472-1162","http://centerforchildprotection.org/","http://centerforchildprotection.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","964ed8a9-7a7f-48b6-8d16-233adc81572d","Centered Youth Clinic & Consulting","Servicios de salud mental y bienestar","Mental health and wellness services","11","","centered-youth-clinic-and-consulting-mental-health-and-wellness-services","512-900-1780","http://www.centeredyouth.com/","http://www.centeredyouth.com/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","20e66dca-2481-48d1-a472-2f0cd5092e22","Christi Center","Servicios de salud mental y bienestar","Mental health and wellness services","11","","christi-center-mental-health-and-wellness-services","512-467-2600","http://christicenter.org/","http://christicenter.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","f41c8153-55dd-40d3-859e-512f01bf8efd","Colin's Hope","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","colin-s-hope-community-support-for-individuals-and-families","512-720-1778","http://www.colinshope.org/","http://www.colinshope.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","1c36da4e-fca1-45c1-a90d-307af32eaeb7","College Possible Texas","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","college-possible-texas-community-support-for-individuals-and-families","512-452-4800","http://collegepossible.org/texas","http://collegepossible.org/texas","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","684e5303-f318-4851-ac58-b2c899680469","Con Mi Madre","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","con-mi-madre-community-support-for-individuals-and-families","512-467-4483","https://www.conmimadre.org/","https://www.conmimadre.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","4058c496-d4db-4eff-81ec-41f098c3527b","Creative Action","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","creative-action-youth-development-and-recreation-programs","512-442-8773","http://creativeaction.org/","http://creativeaction.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","9a3dbad5-475f-4fc9-bf04-66897b2da65c","Cross Creek Behavioral Health Hospital","Servicios de salud mental y bienestar","Mental health and wellness services","11","","cross-creek-behavioral-health-hospital-mental-health-and-wellness-services","737-900-2379","http://www.crosscreekhospital.com","http://www.crosscreekhospital.com","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","5ebe2d7f-a56c-4e2c-89ff-03f385c585a6","Crux Climbing Center","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","crux-climbing-center-youth-development-and-recreation-programs","713-419-2016","http://cruxcc.com/","http://cruxcc.com/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","77f8682b-dc32-4ba5-87c7-e067208a8df0","David Phillips Foundation","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","david-phillips-foundation-youth-development-and-recreation-programs","512-423-8839","https://www.davidphillipsfoundation.org/","https://www.davidphillipsfoundation.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","2cf67bff-cb89-4145-bcaa-06eea395e39a","Dell Children's Health Plan","Servicios de salud mental y bienestar","Mental health and wellness services","11","","dell-children-s-health-plan-mental-health-and-wellness-services","512-324-3247","http://www.dellchildrenshealthplan.com","http://www.dellchildrenshealthplan.com","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","7a381e10-25c6-442b-a53a-6e7838946815","Dolores Catholic Church","Despensa de alimentos","Food Pantry","4","","dolores-catholic-church-food-pantry","512-385-4333","https://dolorescc.org/","https://puenteatx.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","fa2a5b60-1967-4367-b0a6-97f9d68d0c91","Dress for Success Austin","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","dress-for-success-austin-community-support-for-individuals-and-families","512-389-3723","https://www.dressforsuccessaustin.org/","https://www.dressforsuccessaustin.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","a600ca1d-45fc-408e-bdc8-b10e2efa2886","Elgin Community Cupboard","Despensa de Alimentos","Food Pantry","4","","elgin-community-cupboard-elgin-community-cupboard","512-281-2395","https://www.elgincommunitycupboard.org/","https://puenteatx.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","5dae4db1-6d7d-47ce-a9a8-822cdd6b50a9","Explore Austin","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","explore-austin-youth-development-and-recreation-programs","512-320-8899","https://exploreaustin.org/","https://exploreaustin.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","ecaa3518-9c6d-46c9-8ab8-82c41abd5fd0","Families in Nature","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","families-in-nature-youth-development-and-recreation-programs","","http://www.familiesinnature.org/","http://www.familiesinnature.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","17d7d8cf-38ce-4b5f-952c-5426e84a723f","Foster Angels of Central Texas","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","7","","foster-angels-of-central-texas-support-for-foster-youth-and-families","512-732-2329","http://fosterangelsctx.org","http://fosterangelsctx.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","2c4a2020-6a11-443c-be76-22b87d68cc87","Foster Village","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","7","","foster-village-support-for-foster-youth-and-families","512-599-4144","http://www.fostervillageaustin.org","http://www.fostervillageaustin.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","46442109-648c-4f51-9ed4-df714e0f9864","Fostering Hope","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","fostering-hope-community-support-for-individuals-and-families","512-953-3421","http://www.iamfosteringhope.org/","http://www.iamfosteringhope.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","01742e09-a7bc-4597-9697-7682b1623521","Girl Scouts of Central Texas","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","girl-scouts-of-central-texas-youth-development-and-recreation-programs","800-733-0011","http://www.gsctx.org/","http://www.gsctx.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","084b197a-594d-4614-bbd9-600775df37d6","Girls Empowerment Network","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","girls-empowerment-network-youth-development-and-recreation-programs","512-808-4044 ext. 805","http://www.girlsempowermentnetwork.org/","http://www.girlsempowermentnetwork.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","82498cc8-75da-410b-8e26-8c572a635a0c","Giving Austin Labor Support (GALS)","Servicios de salud mental y bienestar","Mental health and wellness services","11","","giving-austin-labor-support-gals-mental-health-and-wellness-services","512-934-2171","http://galsaustin.org/","http://galsaustin.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","b6ddcd4a-db8d-4c8e-aa55-c3e4d34d9f4b","Greater Mt. Zion Church","Despensa de Alimentos","Food Pantry","4","","greater-mt-zion-church-greater-mt-zion-church-2","512-550-7755","https://gmzaustin.org/","https://puenteatx.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","40f9a72b-aa77-4860-8ffd-6e4c473993a8","Healing Wings LLC","Servicios de salud mental y bienestar","Mental health and wellness services","11","","healing-wings-llc-mental-health-and-wellness-services","512-690-8708","http://healingwingsllc.com","http://healingwingsllc.com","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","73b444a8-b037-4d04-8325-8e5ecec24043","Helping Hand Home for Children","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","7","","helping-hand-home-for-children-support-for-foster-youth-and-families","512-458-3353","http://www.helpinghandhome.org/","http://www.helpinghandhome.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","dcde9d1b-dae2-4df7-9d08-03be49e18a2d","Hill Country Community Ministries","Alimentos y asistencia para necesidades básicas","Food and basic-needs assistance","2","","hill-country-community-ministries-food-pantry","512-259-0360","https://hccm.org/get-help/","https://hccm.org/get-help/food-pantry.html","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","24a73cb9-c809-4de7-9d4a-91311a668122","Impact Counseling Services, Inc","Servicios de salud mental y bienestar","Mental health and wellness services","11","","impact-counseling-services-inc-mental-health-and-wellness-services","512-713-9886","http://www.impactcounselingservices.org","http://www.impactcounselingservices.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","eb2b6233-ade9-4cc5-885a-785ef5d682db","just keep livin Foundation","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","just-keep-livin-foundation-youth-development-and-recreation-programs","310-857-1555","https://jklivinfoundation.org/contact/","https://jklivinfoundation.org/contact/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","0de5cb4c-9a5d-4a8a-a7a8-3e2f5a885947","Keep Austin Beautiful","Programas educativos y apoyo al aprendizaje","Education and learning support programs","9","","keep-austin-beautiful-education-and-learning-support-programs","512-391-0617 ext. 713","https://keepaustinbeautiful.org/","https://keepaustinbeautiful.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","6736b501-749e-4473-b1d5-45c82c1fa03f","Lifeworks","Servicios de salud mental y bienestar","Mental health and wellness services","11","","lifeworks-mental-health-and-wellness-services","512-735-2400","https://www.lifeworksaustin.org/","https://www.lifeworksaustin.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","965b2004-2de8-49f4-a0d3-d0f6a0ccb3ac","Lincoln-Goldfinch Law","Servicios legales de inmigración","Immigration legal services","3","","lincoln-goldfinch-law-immigration-legal-services","855-502-0555","https://www.lincolngoldfinch.com/","https://www.lincolngoldfinch.com/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","b005b675-a70d-44fb-9af3-cfd2252c65d9","Live Like Cati","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","live-like-cati-community-support-for-individuals-and-families","512-947-0356","http://www.livelikecati.org","http://www.livelikecati.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","1223b6d6-d956-43c5-b254-0b938076d2f1","Mama Sana Vibrant Woman","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","mama-sana-vibrant-woman-community-support-for-individuals-and-families","833-658-2558","http://www.msvwatx.org/","http://www.msvwatx.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","971d1abd-c963-42f0-836f-75b7b05426d5","Manchaca United Methodist Church","Despensa de Alimentos","Food Pantry","4","","manchaca-united-methodist-church-despensa-de-alimentos-manchaca-united-methodist-church","512-282-7274","https://www.manchacaumc.org/food-pantry","https://puenteatx.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","52ab99cc-b7b3-4426-a7c9-74df09a8defa","Maven Youth","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","maven-youth-youth-development-and-recreation-programs","210-705-9287","http://www.mavenyouth.org/","http://www.mavenyouth.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","50672310-7949-49fa-95b4-4e7aff7e4bf2","Partners For Education Agriculture and Sustainability (PEAS)","Programas educativos y apoyo al aprendizaje","Education and learning support programs","9","","partners-for-education-agriculture-and-sustainability-peas-education-and-learning-support-programs","512-348-8743","http://peascommunity.org/","http://peascommunity.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","10a27315-251e-44b7-8960-80f79a2a980b","Partnerships for Children","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","partnerships-for-children-community-support-for-individuals-and-families","512-834-4756","https://partnershipsforchildren.org","https://partnershipsforchildren.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","65459494-1146-446f-900b-7763b2fc38d2","RAICES","Servicios legales de inmigración","Immigration legal services","3","","raices-immigration-legal-services","512-961-1773","https://www.immigrationadvocates.org/legaldirectory/organization.626673-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_RAICES","https://www.immigrationadvocates.org/legaldirectory/organization.626673-Refugee_and_Immigrant_Center_for_Education_and_Legal_Services_Inc_RAICES","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","3d84a53d-1b8f-4ae9-8b34-291a1f5fb7e6","RBI Austin","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","rbi-austin-youth-development-and-recreation-programs","512-387-7936","http://www.rbiaustin.org/","http://www.rbiaustin.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","e90e730b-2572-403f-99e0-1a4d2a146474","Round Rock Housing Authority","Vivienda pública y asistencia de renta","Public housing and rental assistance","2","","round-rock-housing-authority-programs","512-255-3702","https://www.roundrockha.org/","https://www.wilcotx.gov/1734/Resources","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","1fee08a5-40ba-4bbf-b10a-0474d09ea20c","Rowing Dock","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","rowing-dock-youth-development-and-recreation-programs","512-459-0999","http://www.rowingdock.com","http://www.rowingdock.com","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","2952025e-0e38-4b4a-bda8-476c35c850d6","Samaritan Center","Servicios de salud mental y bienestar","Mental health and wellness services","11","","samaritan-center-mental-health-and-wellness-services","512-451-7337","https://samaritan-center.org/","https://samaritan-center.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","53df8be8-d80b-47a7-bec4-47043ef9f377","Seedling","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","seedling-youth-development-and-recreation-programs","512-323-6371","http://www.seedlingmentors.org/","http://www.seedlingmentors.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","70bff9cc-e79e-458e-aa08-123353f489e1","Shield Ranch Foundation/El Ranchito","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","shield-ranch-foundation-el-ranchito-youth-development-and-recreation-programs","512-710-8313","http://www.elranchito.org/","http://www.elranchito.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","5730fc31-c9ed-4cdb-b3b4-fc81a546b462","Taylor Housing Authority","Vivienda pública y asistencia de renta","Public housing and rental assistance","2","","taylor-housing-authority-programs","512-352-3231","","https://www.wilcotx.gov/1734/Resources","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","9e02be2f-dabf-4e0d-87ae-4b8aacdba5b4","Texas Baptist Children's Home","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","7","","texas-baptist-children-s-home-support-for-foster-youth-and-families","512-255-3682","http://www.tbch.org","http://www.tbch.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","b34b0e49-696b-4043-b340-be0dfee17673","Texas Foster Family Association","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","texas-foster-family-association-community-support-for-individuals-and-families","903-372-2400","http://tffa.org/","http://tffa.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","e6ea2283-56c6-4012-979b-70edad0567b1","Texas Parks and Wildlife Department (TPWD)","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","texas-parks-and-wildlife-department-tpwd-youth-development-and-recreation-programs","512-389-8713","https://tpwd.texas.gov/","https://tpwd.texas.gov/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","11d31d56-84c0-4f93-b048-ca140c5d554a","Texas WIC","Nutrición y beneficios WIC","WIC nutrition and food benefits","2","","nutricion-y-beneficios-wic-texas-wic","800-942-3678","https://texaswic.org/about-wic","https://texaswic.org/about-wic","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","3a9cfb2b-3c64-46fb-981d-cb0cc1a101ba","Texas Wildlife Association","Programas educativos y apoyo al aprendizaje","Education and learning support programs","9","","texas-wildlife-association-education-and-learning-support-programs","210-826-2904","http://www.texas-wildlife.org/","http://www.texas-wildlife.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","85303f47-6ce4-425d-bbd7-103377ee3183","The Georgetown Project","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","the-georgetown-project-community-support-for-individuals-and-families","512-943-0074","http://www.georgetownproject.org/","http://www.georgetownproject.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","a922e19a-6fa5-4e4d-8621-48a7d7623ab7","The Settlement Home for Children Post-Adoption Services","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","7","","the-settlement-home-for-children-post-adoption-services-support-for-foster-youth-and-families","512-836-2150 ext. 176","https://www.settlementhomepostadoption.org/","https://www.settlementhomepostadoption.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","fe44121c-f3fc-45e0-bedb-ddceff9cd388","Todos Juntos Learning Center","Apoyo comunitario para personas y familias","Community support for individuals and families","18","","todos-juntos-learning-center-community-support-for-individuals-and-families","512-788-7255","http://todosjuntoslc.org","http://todosjuntoslc.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","2ddc9f82-7c49-4781-9c1e-b81cbef39535","Travis Audubon","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","travis-audubon-youth-development-and-recreation-programs","512-300-2473","http://www.travisaudubon.org/","http://www.travisaudubon.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","e20bd28c-bbc1-4ff3-89f4-f6493b731344","Upbring","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","7","","upbring-support-for-foster-youth-and-families","512-459-1000","https://upbring.org/","https://upbring.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","e2b49b45-73e8-4905-b97e-01ab1e099a9d","Uplift Texas","Alimentos y asistencia para necesidades básicas","Food and basic-needs assistance","2","","uplift-texas-food-and-basic-needs-assistance","832-722-8414","http://uplifttexas.org/","http://uplifttexas.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","0d41a430-c159-4f9b-b8f4-2ed7b1cbc5cc","Urban Roots","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","urban-roots-youth-development-and-recreation-programs","512-750-8019","http://www.urbanrootsatx.org","http://www.urbanrootsatx.org","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","bc94d411-db8d-4ba0-8571-2a8e964f289a","Westcave Outdoor Discovery Center","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","25","","westcave-outdoor-discovery-center-youth-development-and-recreation-programs","830-825-3442","https://www.westcave.org/","https://www.westcave.org/","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
"shared_title_review","published","2f3dd17c-8a9b-47c0-95fd-499b693273c3","Williamson County and Cities Health District","Nutrición y beneficios WIC","WIC nutrition and food benefits","2","","wcchd-wic-williamson","512-943-3680","https://www.wcchd.org/healthy_people/wic/index.php","https://www.wcchd.org/healthy_people/wic/index.php","Classify as legitimate repetition, mismatch, ambiguity, or true duplicate.",""
