"resource_id","status","organization_name","title_en","stored_address","verification_url","official_evidence","census_status","census_match_type","census_address","nominatim_candidates","compatible_nominatim_candidates","classification","selected_provider","selected_latitude","selected_longitude","rationale"
"964ed8a9-7a7f-48b6-8d16-233adc81572d","published","Centered Youth Clinic & Consulting","Primary and specialized health care for youth","201 East Wilco Highway, Suite 201, Hutto, TX, 78634","https://centeredyouth.com/our-services","complete","No_Match","","","3","0","manual_review","","","","no_geocoder_candidate_confirmed"
"30fa47b2-4985-432a-b020-53f19e042059","published","Sunrise Homeless Navigation Center","Homeless navigation and basic-needs support","4430 Menchaca Rd, Austin, TX, 78745","https://sunrisenavigationcenter.org/sunrise-wayfinder","complete","Match","Non_Exact","4430 MANCHACA RD, AUSTIN, TX, 78745","2","2","approved_non_exact","U.S. Census Bureau Geocoder","30.228234795217","-97.789496436521","official_address_confirmed_and_census_difference_is_harmless_standardization"
"622d9262-1590-46f0-a976-b75a1c13ec4d","published","CommUnityCare","Primary and specialty health services","7050 Elroy Rd., Austin, TX, 78617","https://communitycaretx.org/","partial","Match","Non_Exact","7050 ELROY RD, DEL VALLE, TX, 78617","2","0","manual_review","","","","official_page_did_not_expose_complete_address"
"0e96ff9d-9e8b-49e8-845a-e9952c5e138b","published","People's Community Clinic","Women’s Health Center","2909 North IH35, Austin, TX, 78722","https://www.austinpcc.org/","partial","No_Match","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"7fd18a9b-abd0-41c4-a16d-a776de28d1bd","published","Austin Public Health","Far South Immunization Clinic","405 W. Stassney Lane, Austin, TX, 78745","https://www.austintexas.gov/services/get-free-or-low-cost-vaccines","partial","Match","Non_Exact","405 E STASSNEY LN, AUSTIN, TX, 78745","2","2","manual_review","","","","official_page_did_not_expose_complete_address"
"6db18573-eec3-4bfb-9250-5392f9e27cbb","published","St. Edward's Community Counseling Clinic","Community Counseling Services","3001 S. Congress Ave, East Hall 153, Austin, TX, 78704","https://www.stedwards.edu/academics/schools/behavioral-social-sciences/community-counseling-clinic","complete","Match","Non_Exact","3001 CONGRESS AVE S, AUSTIN, TX, 78704","3","3","approved_non_exact","U.S. Census Bureau Geocoder","30.23336705748","-97.757808218145","official_address_confirmed_and_census_difference_is_harmless_standardization"
"e8dbc5bb-9bba-4913-9c18-aeea7afd55a1","published","Lirios Para Mental Health","Bilingual counseling services","4201 South Congress Avenue Ste 202, Austin, TX, 78745","https://www.liriospediatrics.org/services","unavailable","Match","Non_Exact","4201 CONGRESS AVE S, AUSTIN, TX, 78745","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"29e8c472-0ea5-487b-8bc6-1ef6152a06d1","published","Consultame","Mexican Consulate procedure assistance","2911 AW Grimes Blvd #203, Pflugerville, TX, 78660","https://www.consultame.info/","complete","Match","Non_Exact","2911 A W GRIMES BLVD, PFLUGERVILLE, TX, 78660","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.477624315033","-97.643205088749","official_address_confirmed_and_census_difference_is_harmless_standardization"
"07b26629-178f-422e-9cbe-cb62b3c1416e","published","Austin Public Health","Dove Springs Neighborhood Center","5811 Palo Blanco Lane, Austin, TX, 78744","https://www.austintexas.gov/services/get-help-neighborhood-centers","complete","No_Match","","","3","0","manual_review","","","","no_geocoder_candidate_confirmed"
"705a5ab0-a0d7-4fd5-86b7-6afa79678d64","published","Dress for Success Austin","Employment and professional clothing support","3000 S. I-35 Frontage Road, Suite 180, Austin, TX, 78704","https://www.dressforsuccessaustin.org/appointments","complete","No_Match","","","2","0","manual_review","","","","no_geocoder_candidate_confirmed"
"283c04bd-73bd-4dad-8644-0d6c05e47886","published","Green Doors","Affordable & Supportive Housing","1503 S. I-35 Frontage Rd, Austin, TX, 78741","https://greendoors.org/","partial","Match","Non_Exact","1503 S I- 35 SVC RD, AUSTIN, TX, 78741","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"454c78f4-22eb-4e3e-afb1-27d2b6b32cac","published","Austin Resource Center for the Homeless (ARCH)","Emergency Shelter & Homeless Services","500 E 7th Street, Austin, TX, 78701","https://www.austintexas.gov/homeless-strategies/shelters","complete","Match","Non_Exact","500 W 7TH ST, AUSTIN, TX, 78701","1","1","approved_secondary","OpenStreetMap Nominatim","30.2679596","-97.7374807","official_address_confirmed_and_one_compatible_number_city_zip_candidate"
"bf5c41af-a94a-4b0f-be55-3a8c0bded946","published","Ashwell Sexual Health and Wellness Clinic","Sexual health and wellness care","3100 Red River Suite 3, Austin, TX, 78705","https://ashwellatx.org/services","complete","Match","Non_Exact","3100 RED RIVER ST, AUSTIN, TX, 78705","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.29037526522","-97.727288368731","official_address_confirmed_and_census_difference_is_harmless_standardization"
"8d7f538b-020c-4470-9a49-4850aca6497a","published","Austin Bilingual Therapy","Bilingual individual and family therapy","8700 Menchaca Rd, Suite 205, Austin, TX, 78748","https://www.austinbilingualtherapy.com/team-cabezas","complete","Match","Non_Exact","8700 MANCHACA RD, AUSTIN, TX, 78748","2","2","approved_non_exact","U.S. Census Bureau Geocoder","30.185401547547","-97.816714998975","official_address_confirmed_and_census_difference_is_harmless_standardization"
"246c88c0-398e-42e8-9194-b491c26bcaf3","published","Lirios Pediatrics","Free health care for uninsured children","4201 S Congress Ave, Suite 202, Austin, TX, 78745","https://www.liriospediatrics.org/","complete","Match","Non_Exact","4201 CONGRESS AVE S, AUSTIN, TX, 78745","2","2","approved_non_exact","U.S. Census Bureau Geocoder","30.221245548362","-97.764854785415","official_address_confirmed_and_census_difference_is_harmless_standardization"
"9b5c158e-7afa-4803-b3d2-5a381824ccd9","published","City of Austin – Austin Public Health","City of Austin – Office of Vital Records","7201 Levander Loop Bldg. C, Austin, TX, 78702","https://www.austintexas.gov/health/programs/office-vital-records","partial","No_Match","","","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"0edcce44-82b9-48aa-af70-cdbb3481fb9c","draft","Travis Central Appraisal District (TCAD)","Property appraisal and tax exemptions","850 East Anderson Lane, Austin, TX, 78752","https://traviscad.org/contact/","complete","Match","Non_Exact","850 E ANDERSON LN SVC RD, AUSTIN, TX, 78752","1","1","approved_non_exact","U.S. Census Bureau Geocoder","30.338393069397","-97.69803878022","official_address_confirmed_and_census_difference_is_harmless_standardization"
"800cef72-58f3-4bd0-bb1a-294961db7486","published","Williamson County","Veterans benefits counseling and claims assistance","100 Wilco Way, Suite V101, Georgetown, TX, 78626","https://www.wilcotx.gov/785/Veteran-Services","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
"8909eca7-2057-4a5d-88af-35f40f0cb002","draft","University of Texas Rio Grande Valley (UTRGV) / U.S. Small Business Administration","Veterans Business Outreach Center (VBOC) – UTRGV","1407 E. Freddy Gonzalez Dr., CESS Bldg., Suite 1.200, Edinburg, TX, 78539","https://www.utrgv.edu/vboc/","partial","Match","Non_Exact","1407 E FREDDY GONZALEZ DR, EDINBURG, TX, 78542","1","0","manual_review","","","","official_page_did_not_expose_complete_address"
"506da0f9-5a4a-4d22-95de-5765ecc825dd","draft","Alzheimer's Texas","Support and respite for dementia caregivers","7000 N. MoPac Expy #200, Austin, TX, 78731","https://www.txalz.org/how-we-can-help-programs-services/","partial","No_Match","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"302de942-8d80-4199-bc05-f3a7197abebe","draft","Travis Central Appraisal District","Over-65 homestead tax exemption","850 East Anderson Lane, Austin, TX, 78752","https://traviscad.org/homesteadexemptions","complete","Match","Non_Exact","850 E ANDERSON LN SVC RD, AUSTIN, TX, 78752","1","1","approved_non_exact","U.S. Census Bureau Geocoder","30.338393069397","-97.69803878022","official_address_confirmed_and_census_difference_is_harmless_standardization"
"ff8d025b-295a-4b1f-9a09-26ca5ea8f787","draft","Community Action, Inc. of Central Texas","Utility payment assistance","215 S. Reimer Avenue, Suite 130, San Marcos, TX, 78666","https://www.communityaction.com/utilityassistance","complete","Match","Non_Exact","215 REIMER AVE, SAN MARCOS, TX, 78666","1","1","approved_non_exact","U.S. Census Bureau Geocoder","29.852272672502","-97.97683295747","official_address_confirmed_and_census_difference_is_harmless_standardization"
"560915b3-0a0d-4b8b-aae8-7822575c9f38","draft","Travis County Health and Human Services","engAGE Travis County","5325 Airport Blvd, 2do piso, Austin, TX, 78753","https://www.traviscountytx.gov/health-human-services/engagetraviscounty","complete","Match","Non_Exact","5325 AIRPORT BLVD, AUSTIN, TX, 78751","0","0","manual_review","","","","material_census_discrepancy_or_no_compatible_secondary_candidate"
"24a2c0f9-7f26-40d2-b836-df8f9fcb99dd","published","Drive a Senior Central Texas (antes ""Senior Access"")","Drive a Senior – Transportation & Support for Older Adults","2601 Exposition Boulevard, Austin, TX, 78703","https://driveasenior.org/","complete","No_Match","","","1","1","approved_secondary","OpenStreetMap Nominatim","30.300613","-97.7651433","official_address_confirmed_and_one_compatible_number_city_zip_candidate"
"b0219ae4-33d0-4864-b248-b6d26826b3ae","published","Cerebral Palsy Awareness Transition Hope (CPATH Texas)","CPATH Adaptive & Mobility Equipment Closet","5555 N. Lamar, Building J Suite 125, Building J Suite 125, Austin, TX, 78751","https://cpathtexas.org/equipment-closet/","complete","Match","Non_Exact","5555 N LAMAR BLVD, AUSTIN, TX, 78751","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.323802057897","-97.727628130341","official_address_confirmed_and_census_difference_is_harmless_standardization"
"f17774b3-626f-4eab-9077-95d46cea0711","draft","City of Austin Vital Statistics","Certified birth and death certificates","7201 Levander Loop, Building C, Building C, Austin, TX, 78702","https://www.austintexas.gov/services/get-birth-or-death-certificate","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
"fa8108e4-57c3-4c89-b74f-7192cd4d9783","draft","Open Door Soup Kitchen","Free community breakfast and lunch","987 N State Highway 95, Bastrop, TX, 78602","https://www.itshuh.org/soup-kitchen.html","complete","Tie","","","0","0","manual_review","","","","census_tie_without_unique_verified_secondary_candidate"
"f307f0ea-7f7a-4737-a487-e9c3c5cd2f41","draft","Community Cupboard","Elgin community food pantry","303 Ave C, Elgin, TX, 78621","https://www.elgincommunitycupboard.org/","complete","Tie","","","3","3","manual_review","","","","multiple_compatible_secondary_candidates"
"03df7d5f-d3a9-4b7a-b646-a823f882ca6c","draft","Smithville Food Pantry","Food pantry","301 Lee St. Smithville, TX 78957, Smithville, TX, 78957","https://smithvillefoodpantry.org/","complete","Match","Non_Exact","301 LEE ST, SMITHVILLE, TX, 78957","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.00421724728","-97.162544416886","official_address_confirmed_and_census_difference_is_harmless_standardization"
"c980a647-c289-49af-908b-1e2ff4cc59eb","draft","Central Texas Food Bank (programa Golden Harvest)","Golden Harvest Senior Meals (Meals on Wheels)","Bastrop Community Senior Center, 1209 Linden St, Bastrop, TX, 78602","https://www.centraltexasfoodbank.org/get-help/help-seniors","partial","Match","Non_Exact","1209 LINDEN ST, BASTROP, TX, 78602","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"d1fb9aff-e20f-4e22-88b1-1ac68d60670d","draft","Austin Public Health (administra WIC para el área de Bastrop)","WIC Bastrop Clinic","443 Texas Highway 71, Bastrop, TX, 78602","https://www.wicaustin.net/places/bastrop-clinic/","complete","Match","Non_Exact","443 STATE HWY 71 W, BASTROP, TX, 78602","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.110959370086","-97.353902183688","official_address_confirmed_and_census_difference_is_harmless_standardization"
"f76f85ba-51fe-426f-b57a-dffe1defe6bb","draft","Advocacy Outreach","Emergency housing, eviction prevention, and day shelter","200-A Depot Street, Elgin, TX, 78621","http://advocacyoutreach.org/contactus.html","complete","Match","Non_Exact","200 DEPOT ST, ELGIN, TX, 78621","1","0","approved_non_exact","U.S. Census Bureau Geocoder","30.34729592992","-97.371470653728","official_address_confirmed_and_census_difference_is_harmless_standardization"
"e9611291-d315-49fc-843b-0103baba142d","draft","Smithville Community Clinic (organización sin fines de lucro independiente)","Smithville Community Clinic","808 SE Martin Luther King Drive, Smithville, TX, 78957","https://www.smithvillecommunityclinic.org/services","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
"2c2224ee-ec1e-47d2-9311-adcb6192a511","published","Bastrop County Indigent Health Care","Health Care Assistance for Low-Income Residents","104 Loop 150 W, Bastrop, TX, 78602","https://www.bastropcounty.gov/page/co.indigent_health","complete","Match","Non_Exact","104 LOOP 150, BASTROP, TX, 78602","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.105370308357","-97.329141331888","official_address_confirmed_and_census_difference_is_harmless_standardization"
"e94bbd4a-e8ca-406f-a834-6b08f913bd15","draft","Capital Area Rural Transportation System (CARTS)","CARTS Country Bus — Bastrop County","Estación Bastrop: 310 Hospital Dr, Bastrop, TX, 78602","https://www.ridecarts.com/route/country-bus/","partial","Match","Non_Exact","310 HOSPITAL DR, BASTROP, TX, 78602","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"b46e9732-0eb7-48e0-89d7-ee8979869c2b","draft","Austin Community College District (ACC)","Austin Community College — Elgin Campus","1501 W. US Highway 290, Elgin, TX, 78621","https://www.austincc.edu/campuses/elgin-campus/","complete","Match","Non_Exact","1501 US HWY 290, ELGIN, TX, 78621","2","2","approved_non_exact","U.S. Census Bureau Geocoder","30.352226324199","-97.404131293349","official_address_confirmed_and_census_difference_is_harmless_standardization"
"8476d6ef-9633-47b5-83d4-c89dc775b030","draft","Texas Health and Human Services Commission (HHSC)","Texas HHSC Benefits Office — Bastrop","3809 Loop 150 E, Bastrop, TX, 78602","https://www.tanfprogram.com/bastrop-hhsc-benefits-office-wol3705","unavailable","No_Match","","","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"ffc5a197-bdbc-49f6-a8b0-e2fc6d20e3f2","draft","Workforce Solutions Rural Capital Area","Employment and job training — Bastrop office","53 Loop 150 West, Bastrop, TX, 78602","https://workforcesolutionsrca.com/locations/bastrop","complete","Match","Non_Exact","53 LOOP 150, BASTROP, TX, 78602","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.10552848448","-97.328932709373","official_address_confirmed_and_census_difference_is_harmless_standardization"
"7e3edaac-9562-4dc5-b884-d09b5b907cd7","draft","Texas RioGrande Legal Aid, Inc.","Texas RioGrande Legal Aid (TRLA)","4920 North I-35, Austin, TX, 78751","https://www.trla.org/offices","complete","No_Match","","","3","0","manual_review","","","","no_geocoder_candidate_confirmed"
"4557e75b-5cef-4723-99d9-6b262d4c5e3c","draft","Ciudad de Elgin, Parques y Recreación","Elgin Senior Activities","361 N. Hwy 95, Elgin, TX","https://www.elgintexas.gov/556/Elgin-Recreation-Center","partial","Match","Non_Exact","361 STATE HWY 95 N, ELGIN, TX, 78621","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"744a034c-13a9-4e65-bb4c-aaaab73576d2","published","CommUnityCare Health Centers","Medical, Dental & Mental Health Care for Families","2700 W. Pecan St., Suite #450, Pflugerville, TX, 78660","https://communitycaretx.org/all-locations/pflugerville-health-center/","complete","No_Match","","","1","1","approved_secondary","OpenStreetMap Nominatim","30.4499887","-97.6575232","official_address_confirmed_and_one_compatible_number_city_zip_candidate"
"ad27eff6-8e16-4be4-be97-0e88058b8bd2","published","Pflugerville Independent School District (PfISD) – Social Work","Family Connection to Community Resources","1401 W. Pecan St., Pflugerville, TX, 78660","https://www.pfisd.net/programs/social-work/social-work-team","complete","Match","Non_Exact","1401 PECAN ST W, PFLUGERVILLE, TX, 78660","1","1","approved_non_exact","U.S. Census Bureau Geocoder","30.446685430783","-97.635386739301","official_address_confirmed_and_census_difference_is_harmless_standardization"
"4075ac63-2b76-4020-8dfe-ea07a761d25d","published","Pflugerville Parks & Recreation —  City of Pflugerville","Senior Programs","400 Immanuel Road, Pflugerville, TX, 78660","https://www.pflugervilletx.gov/579/Seniors","partial","No_Match","","","1","0","manual_review","","","","official_page_did_not_expose_complete_address"
"73b799fb-891b-4ed6-9218-3e4509ab8b1f","published","Travis County Health and Human Services","Travis County Community Center — Manor","600 W Carrie Manor St, Manor, TX, 78653","https://www.traviscountytx.gov/health-human-services/individuals-families/manor","complete","Match","Non_Exact","600 CARRIE MANOR ST W, MANOR, TX, 78653","1","1","approved_non_exact","U.S. Census Bureau Geocoder","30.340617482298","-97.564043035678","official_address_confirmed_and_census_difference_is_harmless_standardization"
"12a4ba93-0bd7-4476-9e57-f59b35c75af9","published","Travis County Health and Human Services","Travis County Community Center — Del Valle","3518 FM 973, Del Valle, TX, 78617","https://www.traviscountytx.gov/health-human-services/individuals-families/del-valle","complete","Match","Non_Exact","3518 FM 973 S, DEL VALLE, TX, 78617","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.198785094942","-97.641766424749","official_address_confirmed_and_census_difference_is_harmless_standardization"
"bd430b02-3cb1-4861-9966-59e1b20535ce","published","People's Community Clinic / Integral Care","Medical & Mental Health Care for Manor ISD Students","10323 US Hwy 290 E, Bldg 35 (detrás de Manor New Tech), Manor, TX, 78653","https://www.manorisd.net/departments/academicsupport/health-wellness-department/manor-mustang-health-center","complete","Match","Non_Exact","10323 US HWY 290, MANOR, TX, 78653","2","2","approved_non_exact","U.S. Census Bureau Geocoder","30.345813113987","-97.571835057075","official_address_confirmed_and_census_difference_is_harmless_standardization"
"79e6b782-1b4d-462f-b7cb-edbcc1970d4e","published","Travis County Health and Human Services","Travis County Community Center — Jonestown (North West Rural)","18649 FM 1431, Suite 6A, Jonestown, TX, 78645","https://www.traviscountytx.gov/health-human-services/individuals-families/jonestown","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
"971d1abd-c963-42f0-836f-75b7b05426d5","published","Manchaca United Methodist Church","Food Pantry","1011 FM 1626, Manchaca, TX, 78652","https://www.manchacaumc.org/food-pantry","complete","No_Match","","","1","1","approved_secondary","OpenStreetMap Nominatim","30.1397726","-97.8323621","official_address_confirmed_and_one_compatible_number_city_zip_candidate"
"a600ca1d-45fc-408e-bdc8-b10e2efa2886","published","Elgin Community Cupboard","Food Pantry","303 Ave C, Elgin, TX, 78621","https://www.elgincommunitycupboard.org/","complete","Tie","","","3","3","manual_review","","","","multiple_compatible_secondary_candidates"
"b3cfcb36-4f77-44d5-978c-d66c763d429a","published","Capital Metropolitan Transportation Authority (CapMetro) – Route 990 Manor/Elgin Express","Bus Service from Manor to Austin","101 W Carrie Manor St., Manor, TX, 78653","https://capmetro.org/centraltexasservice","partial","Match","Non_Exact","101 E CARRIE MANOR ST, MANOR, TX, 78653","2","0","manual_review","","","","official_page_did_not_expose_complete_address"
"edc2a6d0-c693-4b83-9d1e-a1e4c1e4bc6a","published","Capital Metropolitan Transportation Authority (CapMetro) – Route 214","Bus Service from Lago Vista & Jonestown to Lakeline Station","Dawn Dr. & Thunderbird St., Lago Vista, TX, 78645","https://lagovistatexas.gov/387/Transportation","partial","Match","Exact","DAWN DR & THUNDERBIRD ST, LAGO VISTA, TX, 78645","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"b6a07b03-37a7-4665-8566-f13df34ef906","published","Housing Authority of Travis County (HATC)","Affordable Housing & Rental Assistance","502 E Highland Mall Blvd, Suite 106-B, Austin, TX, 78752","https://hatctx.com","complete","Match","Non_Exact","502 E HIGHLAND MALL BLVD, AUSTIN, TX, 78752","0","0","approved_non_exact","U.S. Census Bureau Geocoder","30.328127456676","-97.710074491484","official_address_confirmed_and_census_difference_is_harmless_standardization"
"957a2be5-c531-4835-8857-3d5f695abe58","published","First Baptist Church Pflugerville","Free Community Food Pantry","903 Pfluger Street, Pflugerville, TX, 78660","https://fbcpville.org/go/food-pantry/","complete","Match","Non_Exact","903 W PFLUGER ST, PFLUGERVILLE, TX, 78660","1","1","approved_non_exact","U.S. Census Bureau Geocoder","30.441155483631","-97.628040849765","official_address_confirmed_and_census_difference_is_harmless_standardization"
"ad347649-b2e8-49c7-a878-ee5b77361fd6","draft","The Salvation Army","Food pantry","601 W. Louis Henna Blvd. Round Rock, TX 78664, TX, 78664","https://salvationarmyaustin.org/","partial","Match","Non_Exact","601 LOUIS HENNA BLVD, ROUND ROCK, TX, 78664","1","0","manual_review","","","","official_page_did_not_expose_complete_address"
"2aece945-b84e-43b7-bac8-24b02591d4e8","draft","Foundation Communities - Lakeline Station","Food pantry","13635 Rutledge Spur, Austin, TX, TX","https://www.centraltexasfoodbank.org/find-food-now","partial","Match","Non_Exact","13635 RUTLEDGE SPR, AUSTIN, TX, 78717","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"09b70bc8-2b35-4b78-a14a-bb542429f16e","draft","Zion Chapel Missionary Baptist Church","Food pantry","612 MLK Jr. Blvd. Taylor, TX 76574, TX, 76574","https://www.centraltexasfoodbank.org/find-food-now","partial","No_Match","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"5a55abad-00b5-43cd-945b-10635c0ce4e5","draft","Foundation Communities - Vintage Creek","Food pantry","7224 Northeast Dr. Austin, TX 78723, TX, 78723","https://www.centraltexasfoodbank.org/find-food-now","partial","No_Match","","","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"e38a3530-8fad-48de-b48a-2bbb28841acc","draft","Foundation Communities - M Station","Food pantry","2918 E Martin Luther King Jr. Blvd Austin, TX 78722, TX, 78722","https://www.centraltexasfoodbank.org/find-food-now","partial","Match","Non_Exact","2918 E MARTIN LUTHER KING JR BLVD, AUSTIN, TX, 78702","2","1","manual_review","","","","official_page_did_not_expose_complete_address"
"9a2b31f5-34bb-4c7d-bcd3-e35c7630400d","draft","Mision Cristiana","Food pantry","6117 W Hwy 290 Austin, TX 78749, TX, 78749","https://www.mcilidsusa.org/","partial","Tie","","","2","1","manual_review","","","","official_page_did_not_expose_complete_address"
"50b24b7d-a6fc-4cd4-8b6b-a640bbcca1cc","draft","Travis Co. Jonestown Community Center","Food pantry","18649 FM 1631 Jonestown, TX 78645, TX, 78645","https://www.centraltexasfoodbank.org/find-food-now","partial","No_Match","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"1a27a3fe-76fa-4f3f-b284-1e2c86693ffc","draft","Bastrop Emergency Food Pantry and Support Center Inc.","Food pantry","806 Fayette St. Bastrop, TX 78602, TX, 78602","https://bastropfoodpantry.org/programs/food-assistance/","partial","No_Match","","","1","1","manual_review","","","","official_page_did_not_expose_complete_address"
"52d5b5c6-2ed5-4398-a480-af31028de87c","draft","Ridgeway Baptist Church","Food pantry","159 Ridgeway Cemetray Rd. Paige, TX 78659, TX, 78659","https://www.centraltexasfoodbank.org/find-food-now","partial","No_Match","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"68822793-b0a7-4c07-a7a9-8bbaa398b0e8","draft","Grace Baptist Church of Red Rock","Food pantry","115 Sorrell, Red Rock, TX 78662, Red Rock, TX, 78662","https://www.centraltexasfoodbank.org/find-food-now","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
"52eaa45a-a64d-43f5-980b-ea7cd88044cb","draft","Apostolic Christian Church of Bastrop","Food pantry","1033 Hwy 71 W, Bastrop, TX 78602, Bastrop, TX, 78602","https://www.centraltexasfoodbank.org/find-food-now","partial","Tie","","","0","0","manual_review","","","","official_page_did_not_expose_complete_address"
"104861dd-ebbc-4c0a-9aa9-68ec2b0cb772","draft","Open Door Soup Kitchen: In The Streets - Hands Up High (ITS HUH)","Open Door soup kitchen","987 N SH 95 Bastrop, TX 78602, TX, 78602","https://www.itshuh.org/soup-kitchen.html","partial","Tie","","","1","0","manual_review","","","","official_page_did_not_expose_complete_address"
"a2dbb0c5-89a4-4127-a6c4-3e68a03231ea","draft","Gonzales Christian Assistance Ministry","Food and basic-needs assistance","708 St. Louis Street, Gonzales, TX, 78629","https://www.bluebonnet.coop/assistance","complete","Tie","","","1","1","approved_secondary","OpenStreetMap Nominatim","29.5015639","-97.4486074","official_address_confirmed_and_one_compatible_number_city_zip_candidate"
"694e5f8c-3024-43b7-a0d7-0690f5209dce","draft","Helping Center of Marble Falls","Food pantry","1016 Broadway, Marble Falls, TX 78654, Marble Falls, TX, 78654","https://www.centraltexasfoodbank.org/find-food-now","complete","No_Match","","","0","0","manual_review","","","","no_geocoder_candidate_confirmed"
