"confidence","signals","title_similarity","content_similarity","left_id","left_status","left_organization","left_title","left_slug","left_created_at","right_id","right_status","right_organization","right_title","right_slug","right_created_at","recommended_action","review_notes"
"high","organization|phone|website","0.600","0.558","58886f56-a383-4fab-9de3-69091c2bb92f","draft","Capital Area Rural Transportation System (CARTS)","CARTS Now Bastrop (servicio a demanda)","carts-now-bastrop-servicio-a-demanda-capital-area-rural-transportation-system-carts","2026-08-19T04:57:50.597044+00:00","6a4e5f6f-82a4-466d-83ab-c7e908f7081f","draft","Capital Area Rural Transportation System (CARTS)","CARTS Now Elgin (servicio a demanda)","carts-now-elgin-servicio-a-demanda-capital-area-rural-transportation-system-carts","2026-08-19T04:57:50.741991+00:00","",""
"high","organization|phone|website","0.333","0.093","2428ce80-12ca-41f2-b8c4-2e7f97ccc0b2","published","Capital Area Rural Transportation System (CARTS)","Transporte rural y regional en Travis County","transporte-rural-y-regional-en-travis-county-capital-area-rural-transportation-system-carts","2026-07-27T22:28:41.484729+00:00","45e8d5bb-a069-4f88-b3d6-742051a947c4","published","Capital Area Rural Transportation System (CARTS)","Transporte Público para Comunidades Rurales de Central Texas","carts-country-bus-capital-area-rural-transportation-system-carts","2026-08-19T04:58:00.622379+00:00","",""
"high","organization|phone|website","0.333","0.172","81aed914-dad6-4fe4-b48c-c92c60037606","published","Catholic Charities of Central Texas","Asistencia financiera","catholic-charities-of-central-texas-catholic-charities-of-central-texas","2026-08-10T19:18:06.836179+00:00","4fa07766-4db1-4f71-b049-5357ed2440c7","archived","Catholic Charities of Central Texas","Asistencia con servicios públicos","catholic-charities-of-central-texas-housing-and-financial-assistance-travis","2026-09-03T00:14:08.995638+00:00","",""
"high","organization|phone|website","0.250","0.000","8530f854-23bc-4aff-b12a-440aec12856a","published","Catholic Charities of Central Texas","Asistencia legal de inmigración","catholic-charities-immigration-williamson","2026-08-07T23:13:49.344649+00:00","81aed914-dad6-4fe4-b48c-c92c60037606","published","Catholic Charities of Central Texas","Asistencia financiera","catholic-charities-of-central-texas-catholic-charities-of-central-texas","2026-08-10T19:18:06.836179+00:00","",""
"high","organization|phone|website","0.250","0.000","8530f854-23bc-4aff-b12a-440aec12856a","published","Catholic Charities of Central Texas","Asistencia legal de inmigración","catholic-charities-immigration-williamson","2026-08-07T23:13:49.344649+00:00","4fa07766-4db1-4f71-b049-5357ed2440c7","archived","Catholic Charities of Central Texas","Asistencia con servicios públicos","catholic-charities-of-central-texas-housing-and-financial-assistance-travis","2026-09-03T00:14:08.995638+00:00","",""
"high","organization|phone|website|address","0.600","0.297","b2d878c8-fb16-4cec-98ef-214683c19eae","published","Central Presbyterian Church","Central Mission: desayuno y necesidades básicas","central-presbyterian-church-breakfast-and-basic-needs-support","2026-08-10T18:19:21.103694+00:00","116f188e-79cc-441b-9656-3430072ded13","archived","Central Presbyterian Church","Central Mission – Alimentos y Necesidades Básicashttps://cpcaustin.org/","central-presbyterian-church-central-presbyterian-church","2026-08-10T19:18:14.981701+00:00","",""
"high","organization|phone|website","0.571","0.288","5089e913-cd51-483c-b322-666165033d0f","draft","Central Texas Food Bank","Despensa Móvil de Cedar Creek (Central Texas Food Bank)","despensa-movil-de-cedar-creek-central-texas-food-bank-central-texas-food-bank","2026-08-19T04:57:47.554727+00:00","1d5c0fd4-3e2a-4d75-a2a2-d2fcd2fffb61","draft","Central Texas Food Bank","Despensa Móvil de Elgin (Central Texas Food Bank)","despensa-movil-de-elgin-central-texas-food-bank-central-texas-food-bank","2026-08-19T04:57:47.769661+00:00","",""
"high","organization|phone|website","0.333","0.167","71ef5708-40b2-46e5-b632-07f876b68844","published","Central Texas Food Bank","Distribución de alimentos","central-texas-food-bank-food-distribution","2026-08-10T18:19:20.270708+00:00","95209f5c-1c62-4c7f-9bed-7231390ae61b","archived","Central Texas Food Bank","Despensa de alimentos","central-texas-food-bank-travis","2026-09-03T00:13:42.988327+00:00","",""
"high","organization|phone|website","0.200","0.125","04566642-11ce-41c5-b1c2-b3cec69dbbdd","draft","Central Texas Food Bank","Central Texas Food Bank — Programas para Adultos Mayores (CSFP y HOPE)","central-texas-food-bank-programas-para-adultos-mayores-csfp-y-hope-central-texas-food-bank","2026-08-18T17:42:10.550628+00:00","5089e913-cd51-483c-b322-666165033d0f","draft","Central Texas Food Bank","Despensa Móvil de Cedar Creek (Central Texas Food Bank)","despensa-movil-de-cedar-creek-central-texas-food-bank-central-texas-food-bank","2026-08-19T04:57:47.554727+00:00","",""
"high","organization|phone|website","0.222","0.097","04566642-11ce-41c5-b1c2-b3cec69dbbdd","draft","Central Texas Food Bank","Central Texas Food Bank — Programas para Adultos Mayores (CSFP y HOPE)","central-texas-food-bank-programas-para-adultos-mayores-csfp-y-hope-central-texas-food-bank","2026-08-18T17:42:10.550628+00:00","1d5c0fd4-3e2a-4d75-a2a2-d2fcd2fffb61","draft","Central Texas Food Bank","Despensa Móvil de Elgin (Central Texas Food Bank)","despensa-movil-de-elgin-central-texas-food-bank-central-texas-food-bank","2026-08-19T04:57:47.769661+00:00","",""
"high","organization|phone|email|website|address","0.250","0.118","d9b16bbc-d6e2-48e6-a5ab-9e9d5ab3f5a0","draft","Combined Community Action, Inc.","Combined Community Action — Climatización y Asistencia de Utilities (CEAP)","combined-community-action-climatizacion-y-asistencia-de-utilities-ceap-combined-community-action-inc","2026-08-19T04:57:48.700247+00:00","539f2929-8496-4a25-acf4-588a4b00b864","draft","Combined Community Action, Inc.","Comidas, vivienda y servicios públicos","combined-community-action-inc-housing-and-financial-assistance-giddings","2026-09-03T00:14:03.566547+00:00","",""
"high","organization|phone|website","0.143","0.536","e753ca94-e06b-42fe-97cd-92fbe01913bb","draft","Community Action for Central Texas","Referidos para asistencia energética","community-action-for-central-texas-housing-and-financial-assistance-bastrop","2026-09-03T00:14:03.712305+00:00","b55b4625-f109-464f-9cc5-ba1eafb4b954","draft","Community Action for Central Texas","Medicamentos de bajo costo y referidos médicos","community-action-for-central-texas-health-and-personal-support-bastrop","2026-09-03T00:14:04.152181+00:00","",""
"high","organization|phone|website","0.333","0.000","b7053618-49f6-44f2-95c2-e940ab607478","archived","El Buen Samaritano","Apoyo comunitario para personas y familias","el-buen-samaritano-community-support-for-individuals-and-families","2026-08-10T18:10:18.298092+00:00","5843548a-2505-4246-8cd0-20856e7794ac","archived","El Buen Samaritano","Servicios de apoyo comunitario","el-buen-samaritano-community-support-services","2026-08-10T18:19:14.320065+00:00","",""
"high","organization|phone|website","0.250","0.250","464ffcb3-0fc6-46e9-8613-e581d1f31fa9","draft","Emancipet","Clínicas veterinarias móviles","emancipet-community-support-williamson","2026-09-03T00:14:01.513198+00:00","01b8f252-fb13-4e2e-89a0-1e19c232304a","archived","Emancipet","Atención veterinaria","emancipet-community-support-travis","2026-09-03T00:14:10.742074+00:00","",""
"high","organization|phone|email|website|address","0.000","0.314","e30fd355-274e-4f5f-9a73-427037fca0e3","draft","Halcyon Home","Asistencia de emergencia con renta y servicios","halcyon-home-health-and-personal-support-austin","2026-09-03T00:13:55.941653+00:00","354407af-1a4c-4ef7-a648-5d5eae3cb444","draft","Halcyon Home","Cuidados de hospicio","halcyon-home-health-and-personal-support-austin-2","2026-09-03T00:14:03.275351+00:00","",""
"high","organization|title_es|title_en|phone|website","1.000","0.152","dcde9d1b-dae2-4df7-9d08-03be49e18a2d","published","Hill Country Community Ministries","Alimentos y asistencia para necesidades básicas","hill-country-community-ministries-food-pantry","2026-08-07T23:13:46.054327+00:00","ef34d037-960b-4586-a3e7-44798208da0e","archived","Hill Country Community Ministries","Alimentos y asistencia para necesidades básicas","hill-country-community-ministries-food-and-basic-needs-assistance","2026-08-10T18:10:05.241708+00:00","",""
"high","organization|phone|website","0.333","0.238","b15f53c8-9f9f-472c-9983-1d4af24c2f1e","published","Integral Care","Servicios de salud mental y bienestar","integral-care-mental-health-and-wellness-services","2026-08-10T18:10:15.383427+00:00","8475be9e-3a90-464e-a69a-b1ade532df22","published","Integral Care","Salud Mental, Uso de Sustancias y Servicios de Crisis","integral-care-integral-care-2","2026-08-10T19:18:17.146235+00:00","",""
"high","organization|phone|website","0.333","1.000","888bd867-54c7-43c0-82e8-d001a93ff884","published","Lone Star Circle of Care","Clínica comunitaria de Cedar Park","lone-star-circle-of-care-cedar-park","2026-08-07T23:13:47.31742+00:00","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","",""
"high","organization|phone|website","0.400","1.000","888bd867-54c7-43c0-82e8-d001a93ff884","published","Lone Star Circle of Care","Clínica comunitaria de Cedar Park","lone-star-circle-of-care-cedar-park","2026-08-07T23:13:47.31742+00:00","29aaf136-50b0-4ea8-bc69-38b1600f0ad1","published","Lone Star Circle of Care","Clínica comunitaria de Georgetown","lone-star-circle-of-care-georgetown","2026-08-10T13:41:37.221865+00:00","",""
"high","organization|phone|website","0.400","1.000","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","29aaf136-50b0-4ea8-bc69-38b1600f0ad1","published","Lone Star Circle of Care","Clínica comunitaria de Georgetown","lone-star-circle-of-care-georgetown","2026-08-10T13:41:37.221865+00:00","",""
"high","organization|phone|website","0.375","0.261","0e830d50-cae6-4930-9a2b-987e73a20b85","published","Lone Star Circle of Care","Inscripción en MAP y atención médica asequible","lone-star-circle-of-care-community-health-services","2026-08-10T18:19:16.074542+00:00","84e753f7-023c-4527-9a6b-1e8e6871f1dc","published","Lone Star Circle of Care","Atención Médica, Dental y de Salud Mental a Bajo Costo","lone-star-circle-of-care-at-jonestown-lone-star-circle-of-care","2026-08-19T04:57:58.030371+00:00","",""
"high","organization|phone|website|address","0.250","0.156","29aaf136-50b0-4ea8-bc69-38b1600f0ad1","published","Lone Star Circle of Care","Clínica comunitaria de Georgetown","lone-star-circle-of-care-georgetown","2026-08-10T13:41:37.221865+00:00","efc5c4c7-6673-4c20-923a-6105141637a0","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Georgetown","lone-star-circle-of-care-georgetown-behavioral-health","2026-08-10T14:00:52.047897+00:00","",""
"high","organization|phone|website","0.333","0.083","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","b3e2deec-ec82-4a93-8c2b-fa160cc216ff","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Round Rock","lone-star-circle-of-care-round-rock-behavioral-health","2026-08-10T14:00:51.88846+00:00","",""
"high","organization|phone|website","0.667","0.079","b3e2deec-ec82-4a93-8c2b-fa160cc216ff","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Round Rock","lone-star-circle-of-care-round-rock-behavioral-health","2026-08-10T14:00:51.88846+00:00","efc5c4c7-6673-4c20-923a-6105141637a0","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Georgetown","lone-star-circle-of-care-georgetown-behavioral-health","2026-08-10T14:00:52.047897+00:00","",""
"high","organization|phone|website","0.333","0.074","63cb781e-c2bb-4465-8759-83ff36c83246","published","Lone Star Circle of Care","Clínica de salud Ben White","clinica-de-salud-ben-white-lone-star-circle-of-care","2026-07-27T22:28:41.169585+00:00","888bd867-54c7-43c0-82e8-d001a93ff884","published","Lone Star Circle of Care","Clínica comunitaria de Cedar Park","lone-star-circle-of-care-cedar-park","2026-08-07T23:13:47.31742+00:00","",""
"high","organization|phone|website","0.333","0.074","63cb781e-c2bb-4465-8759-83ff36c83246","published","Lone Star Circle of Care","Clínica de salud Ben White","clinica-de-salud-ben-white-lone-star-circle-of-care","2026-07-27T22:28:41.169585+00:00","56f2696e-e8a8-4c3d-a883-938f9b2c3678","published","Lone Star Circle of Care","Clínica comunitaria de Round Rock","lone-star-circle-of-care-aw-grimes","2026-08-07T23:13:47.475961+00:00","",""
"high","organization|phone|website","0.400","0.074","63cb781e-c2bb-4465-8759-83ff36c83246","published","Lone Star Circle of Care","Clínica de salud Ben White","clinica-de-salud-ben-white-lone-star-circle-of-care","2026-07-27T22:28:41.169585+00:00","29aaf136-50b0-4ea8-bc69-38b1600f0ad1","published","Lone Star Circle of Care","Clínica comunitaria de Georgetown","lone-star-circle-of-care-georgetown","2026-08-10T13:41:37.221865+00:00","",""
"high","organization|phone|website","0.200","0.073","efc5c4c7-6673-4c20-923a-6105141637a0","published","Lone Star Circle of Care","Lone Star Circle of Care – Salud Conductual de Georgetown","lone-star-circle-of-care-georgetown-behavioral-health","2026-08-10T14:00:52.047897+00:00","0e830d50-cae6-4930-9a2b-987e73a20b85","published","Lone Star Circle of Care","Inscripción en MAP y atención médica asequible","lone-star-circle-of-care-community-health-services","2026-08-10T18:19:16.074542+00:00","",""
"high","organization|phone|website","0.222","0.154","24649112-d2e5-434e-9c89-3303e7f01b52","published","Opportunities for Williamson & Burnet Counties","Meals on Wheels para adultos mayores","owbc-meals-on-wheels-williamson","2026-08-07T23:13:44.232825+00:00","6fb636e3-f6b5-4faa-99f8-a284f3054576","draft","Opportunities for Williamson & Burnet Counties","Opportunities for Williamson & Burnet Counties (OWBC) — Meals on Wheels","opportunities-for-williamson-burnet-counties-owbc-meals-on-wheels-opportunities-for-williamson-burnet-counties","2026-08-18T17:42:10.228255+00:00","",""
"high","organization|website|address","0.333","0.079","6fb636e3-f6b5-4faa-99f8-a284f3054576","draft","Opportunities for Williamson & Burnet Counties","Opportunities for Williamson & Burnet Counties (OWBC) — Meals on Wheels","opportunities-for-williamson-burnet-counties-owbc-meals-on-wheels-opportunities-for-williamson-burnet-counties","2026-08-18T17:42:10.228255+00:00","5450d92c-a2e9-47e5-b432-1ce59ceeb232","draft","Opportunities for Williamson & Burnet Counties","Asistencia con Servicios Públicos — OWBC (Williamson/Burnet)","asistencia-con-servicios-publicos-owbc-williamson-burnet-opportunities-for-williamson-burnet-counties","2026-08-18T17:42:12.659208+00:00","",""
"high","organization|phone|website","0.714","0.069","baf26283-8c39-4a4b-99dc-41126636b87d","published","Opportunities for Williamson & Burnet Counties","Opportunities for Williamson & Burnet Counties (OWBC)","opportunities-williamson-burnet-counties","2026-08-10T14:00:55.638712+00:00","6fb636e3-f6b5-4faa-99f8-a284f3054576","draft","Opportunities for Williamson & Burnet Counties","Opportunities for Williamson & Burnet Counties (OWBC) — Meals on Wheels","opportunities-for-williamson-burnet-counties-owbc-meals-on-wheels-opportunities-for-williamson-burnet-counties","2026-08-18T17:42:10.228255+00:00","",""
"high","organization|phone|website|address","0.500","0.096","1efb3092-f31f-46b3-81e7-c84f76b47b95","published","People's Community Clinic","Atención médica familiar de bajo costo","atencion-medica-familiar-de-bajo-costo-people-s-community-clinic","2026-07-27T22:28:41.029351+00:00","1fb67fff-90dd-4867-8de4-878cc3e85322","published","People's Community Clinic","Asistencia de MAP y atención médica asequible","people-s-community-clinic-community-health-clinic","2026-08-10T18:19:16.686728+00:00","",""
"high","organization|phone|website","0.000","0.439","c0bbfcc0-11bf-47af-a0b6-16ca7ee1b793","published","Round Rock Area Serving Center","Despensa y asistencia financiera","round-rock-area-serving-center-assistance","2026-08-07T23:13:45.283612+00:00","178e723f-9b39-447b-9aec-b4671c5f6be9","archived","Round Rock Area Serving Center","Round Rock Area Serving Center","round-rock-area-serving-center","2026-08-10T14:00:53.366964+00:00","",""
"high","organization|phone|website","0.000","0.316","178e723f-9b39-447b-9aec-b4671c5f6be9","archived","Round Rock Area Serving Center","Round Rock Area Serving Center","round-rock-area-serving-center","2026-08-10T14:00:53.366964+00:00","3d145c3f-d4df-4aa3-becc-ae02acd55ac2","archived","Round Rock Area Serving Center","Despensa de alimentos","round-rock-area-serving-center-round-rock","2026-09-03T03:08:50.936731+00:00","",""
"high","organization|phone|website","0.500","0.306","c0bbfcc0-11bf-47af-a0b6-16ca7ee1b793","published","Round Rock Area Serving Center","Despensa y asistencia financiera","round-rock-area-serving-center-assistance","2026-08-07T23:13:45.283612+00:00","3d145c3f-d4df-4aa3-becc-ae02acd55ac2","archived","Round Rock Area Serving Center","Despensa de alimentos","round-rock-area-serving-center-round-rock","2026-09-03T03:08:50.936731+00:00","",""
"high","organization|title_es|title_en|phone|website|address","1.000","1.000","03df7d5f-d3a9-4b7a-b646-a823f882ca6c","draft","Smithville Food Pantry","Despensa de alimentos","despensa-de-alimentos-de-smithville-smithville-food-pantry","2026-08-19T04:57:47.108817+00:00","af195d84-6d3f-4d0e-b23e-628f9fd5c21f","archived","Smithville Food Pantry","Despensa de alimentos","smithville-food-pantry-bastrop","2026-09-03T03:17:24.72273+00:00","",""
"high","organization|title_es|title_en|website","1.000","1.000","03df7d5f-d3a9-4b7a-b646-a823f882ca6c","draft","Smithville Food Pantry","Despensa de alimentos","despensa-de-alimentos-de-smithville-smithville-food-pantry","2026-08-19T04:57:47.108817+00:00","2e78983e-6aaf-4a57-999e-74d4d9306c15","archived","Smithville Food Pantry","Despensa de alimentos","smithville-food-pantry-bastrop-2","2026-09-03T03:17:24.870374+00:00","",""
"high","organization|title_es|title_en|website","1.000","1.000","af195d84-6d3f-4d0e-b23e-628f9fd5c21f","archived","Smithville Food Pantry","Despensa de alimentos","smithville-food-pantry-bastrop","2026-09-03T03:17:24.72273+00:00","2e78983e-6aaf-4a57-999e-74d4d9306c15","archived","Smithville Food Pantry","Despensa de alimentos","smithville-food-pantry-bastrop-2","2026-09-03T03:17:24.870374+00:00","",""
"high","organization|title_en|phone|address","1.000","0.370","9e338c5b-fb92-4ca0-b566-0c633904c467","published","Texas Baptist Children's Home","Consejería Hope","hope-counseling-program-williamson-county","2026-08-10T14:00:52.189077+00:00","ce0b470f-4a86-4b13-bb62-023d6e7332c0","archived","Texas Baptist Children's Home","Programa de Consejería Hope","programa-de-consejeria-hope-texas-baptist-children-s-home","2026-08-10T14:02:04.346736+00:00","",""
"high","organization|phone|website","0.600","0.917","8476d6ef-9633-47b5-83d4-c89dc775b030","draft","Texas Health and Human Services Commission (HHSC)","Oficina de Beneficios de HHSC — Bastrop","oficina-de-beneficios-de-hhsc-bastrop-texas-health-and-human-services-commission-hhsc","2026-08-19T04:57:53.069773+00:00","5bc08239-2d68-424b-9b6c-0b28f1b16c54","draft","Texas Health and Human Services Commission (HHSC)","Oficina de Beneficios de HHSC — Elgin","oficina-de-beneficios-de-hhsc-elgin-texas-health-and-human-services-commission-hhsc","2026-08-19T04:57:53.210776+00:00","",""
"high","organization|title_es|phone|website","1.000","0.353","0da44234-d376-4cbc-9e7f-979071bd27a2","archived","Texas RioGrande Legal Aid","Asistencia legal civil gratuita","asistencia-legal-civil-gratuita-texas-riogrande-legal-aid","2026-07-27T22:28:42.72482+00:00","6141e26b-0c32-422f-959b-919a609d6b0a","published","Texas RioGrande Legal Aid","Asistencia legal civil gratuita","texas-riogrande-legal-aid-williamson-county","2026-08-10T14:00:56.62682+00:00","",""
"high","organization|phone|website","0.250","0.286","bfa1bda7-274b-42fb-9a1b-3cacab6c0395","published","The Caring Place","Alimentos y asistencia por crisis","the-caring-place","2026-08-10T14:00:54.024005+00:00","e08c38bb-68d1-4e33-a13d-5caa34490dc2","archived","The Caring Place","Despensa de alimentos","the-caring-place-williamson","2026-09-03T03:08:50.668249+00:00","",""
"high","organization|title_es|title_en|phone|website|address","1.000","0.212","1ec82626-f03c-49c6-bc85-7b7eb7007eba","archived","The Caring Place","Alimentos y asistencia por crisis","the-caring-place-community-assistance","2026-08-07T23:13:45.850017+00:00","bfa1bda7-274b-42fb-9a1b-3cacab6c0395","published","The Caring Place","Alimentos y asistencia por crisis","the-caring-place","2026-08-10T14:00:54.024005+00:00","",""
"high","organization|phone|website","0.250","0.179","1ec82626-f03c-49c6-bc85-7b7eb7007eba","archived","The Caring Place","Alimentos y asistencia por crisis","the-caring-place-community-assistance","2026-08-07T23:13:45.850017+00:00","e08c38bb-68d1-4e33-a13d-5caa34490dc2","archived","The Caring Place","Despensa de alimentos","the-caring-place-williamson","2026-09-03T03:08:50.668249+00:00","",""
"high","organization|phone|website","0.400","0.238","bcc4aa27-31b3-4f07-94c1-5d2b8fbbfeb8","published","The SAFE Alliance","Línea confidencial 24/7 para violencia y abuso","linea-confidencial-24-7-para-violencia-y-abuso-the-safe-alliance","2026-07-27T22:28:43.343782+00:00","5c98eae9-8418-4a9b-bfc2-342ec9ede2b5","published","The SAFE Alliance","Apoyo y Servicios Gratuitos para Sobrevivientes de Violencia y Abuso","the-safe-alliance-servicios-legales-the-safe-alliance","2026-08-19T04:58:00.394718+00:00","",""
"high","organization|phone|website","0.667","0.081","bb315bb3-7fb2-4348-b299-449331255bd4","draft","Travis County Clerk's Office","Travis County Clerk's Office – División de Registros","travis-county-clerk-s-office-recording-division","2026-08-18T04:04:09.231579+00:00","2820cec6-9291-4585-9a6a-a7ce0dd533c4","draft","Travis County Clerk's Office","Travis County Clerk's Office – División de Delitos Menores","travis-county-clerk-s-office-misdemeanor-division","2026-08-18T04:04:09.550844+00:00","",""
"high","organization|phone|address","0.000","0.793","f6daf9c2-3ab7-4f6e-a230-55c4d0dc51e1","archived","Travis County Family Support Services (Palm Square Office)","Asistencia de vivienda — Travis County Family Support Services (Palm Square Office)","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance-2","2026-09-03T03:09:22.934456+00:00","6a0373df-218e-47c9-9f8d-bf443628b4ec","archived","Travis County Family Support Services (Palm Square Office)","Beneficios del Seguro Social","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance-3","2026-09-03T03:17:44.446651+00:00","",""
"high","organization|title_es|title_en|phone|address","1.000","0.472","b35f5257-dbc8-4392-a79e-634d45ff7f20","archived","Travis County Family Support Services (Palm Square Office)","Beneficios del Seguro Social","travis-county-family-support-services-palm-square-office-health-and-personal-support-travi","2026-09-03T00:14:09.886968+00:00","6a0373df-218e-47c9-9f8d-bf443628b4ec","archived","Travis County Family Support Services (Palm Square Office)","Beneficios del Seguro Social","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance-3","2026-09-03T03:17:44.446651+00:00","",""
"high","organization|phone|address","0.111","0.415","4d1f40fa-609d-4b0a-adc5-f718f1c0671c","draft","Travis County Family Support Services (Palm Square Office)","Asistencia económica de emergencia","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance","2026-09-03T00:14:08.371082+00:00","f6daf9c2-3ab7-4f6e-a230-55c4d0dc51e1","archived","Travis County Family Support Services (Palm Square Office)","Asistencia de vivienda — Travis County Family Support Services (Palm Square Office)","travis-county-family-support-services-palm-square-office-housing-and-financial-assistance-2","2026-09-03T03:09:22.934456+00:00","",""
