organization_name,title_es,title_en,summary_es,summary_en,description_es,description_en,slug,primary_category,additional_categories,keywords_es,keywords_en,languages,service_methods,cost_type,eligibility_es,eligibility_en,required_documents_es,required_documents_en,application_steps_es,application_steps_en,hours_es,hours_en,accessibility_notes_es,accessibility_notes_en,service_area_es,service_area_en,phone,sms_phone,whatsapp_phone,email,website_url,address_line_1,address_line_2,city,state,postal_code,county,latitude,longitude,source_url,is_featured,is_emergency,last_verified_at,verification_notes
"Central Texas Food Bank","Despensa Móvil de Elgin (Central Texas Food Bank)","Elgin Mobile Pantry (Central Texas Food Bank)","Distribución móvil mensual de alimentos en Elgin, en el campus de ACC.","Monthly mobile food distribution in Elgin, at the ACC campus.","Sitio de distribución móvil de Central Texas Food Bank en el campus de Austin Community College en Elgin.","Central Texas Food Bank mobile distribution site at the Austin Community College Elgin campus.","","comida","","","","en","in_person","unknown","","","","","","","Fechas y horarios variables — consultar la herramienta ""Find Food Now"" en línea","","","","Condado de Bastrop","Bastrop County","512-282-2111","","","","https://centraltexasfoodbank.org/find-food","1501 US-290","","Elgin","TX","78621","Bastrop","","","https://centraltexasfoodbank.org/find-food","false","false","","Confirmar fecha exacta de la próxima distribución antes de referir a una familia. Origen: Recursos_Bastrop.csv, fila 12."
"Central Texas Food Bank (programa Golden Harvest)","Golden Harvest — Comidas para Personas Mayores (Meals on Wheels)","Golden Harvest Senior Meals (Meals on Wheels)","Programa de comidas para adultos mayores de 60+ años en Bastrop y Smithville.","Meal program for adults 60+ in Bastrop and Smithville.","Programa de Central Texas Food Bank con presencia en el Centro de Adultos Mayores de Bastrop y en Smithville; se recomienda llamar para confirmar elegibilidad (típicamente 60+) e inscripción.","Central Texas Food Bank program with sites at the Bastrop Senior Center and in Smithville; call to confirm eligibility (typically 60+) and enrollment.","","comida","","","","en","home_visit","unknown","","","","","","","","","","","Condado de Bastrop","Bastrop County","512-282-2111","","","","https://centraltexasfoodbank.org","Bastrop Community Senior Center, 1209 Linden St","","Bastrop","TX","78602","Bastrop","","","https://centraltexasfoodbank.org","false","false","","PENDIENTE — no se encontró una organización separada ""Meals on Wheels of Bastrop County""; confirmar con CTFB (512-282-2111) si es entrega a domicilio o comida congregada. Origen: Recursos_Bastrop.csv, fila 13."
"Austin Public Health (administra WIC para el área de Bastrop)","Clínica WIC de Bastrop","WIC Bastrop Clinic","Programa de nutrición WIC para mujeres embarazadas, madres lactantes, bebés y niños pequeños.","WIC nutrition program for pregnant/breastfeeding women, infants, and young children.","Provee asistencia nutricional, alimentos suplementarios y referencias de salud para familias de bajos ingresos con niños menores de 5 años o mujeres embarazadas/lactantes. La ubicación de Bastrop opera 100% móvil, sin dirección fija de atención regular.","Provides nutrition assistance, supplemental foods, and health referrals for low-income families with children under 5, or pregnant/breastfeeding women. The Bastrop location currently operates 100% mobile with no fixed regular service address.","","comida","","","","es|en","phone","unknown","","","","","","","","","","","Condado de Bastrop","Bastrop County","512-972-4942","","","BastropWIC@austintexas.gov","https://wicaustin.net/places/bastrop-clinic/","443 TX-71","","Bastrop","TX","78602","Bastrop","","","https://wicaustin.net/places/bastrop-clinic/","false","false","","Confirmar por teléfono antes de referir, ya que la clínica no tiene ubicación fija regular. Origen: Recursos_Bastrop.csv, fila 14."
"Bastrop Housing Authority","Autoridad de Vivienda de Bastrop","Bastrop Housing Authority","Vivienda pública y vales de Sección 8 para familias, adultos mayores y personas con discapacidad de bajos ingresos.","Public housing and Section 8 vouchers for low-income families, seniors, and disabled residents.","Administra vivienda pública y el Programa de Vales de Elección de Vivienda (Sección 8), además de Piney Creek North (Sección 8 basado en proyecto). Todas las listas de espera estaban cerradas al momento de la verificación.","Administers public housing and the Housing Choice Voucher (Section 8) program, plus Piney Creek North (project-based Section 8). All waiting lists were closed at time of verification.","","vivienda","","","","en","online","unknown","","","","","","","Listas de espera actualmente cerradas (verificar estado en línea)","","","","Condado de Bastrop","Bastrop County","512-321-3398","","","","https://bastropha.org","502 Farm Street","","Bastrop","TX","78602","Bastrop","","","https://bastropha.org","false","false","","Verificado en bastropha.org (ago. 2026); las listas de espera cambian con frecuencia — reconfirmar antes de referir. Origen: Recursos_Bastrop.csv, fila 15."
"Elgin Housing Authority","Autoridad de Vivienda de Elgin","Elgin Housing Authority","Vivienda pública y vales de Sección 8 para residentes de bajos ingresos de Elgin.","Public housing and Section 8 vouchers for low-income Elgin residents.","Ofrece el Programa federal de Vales de Elección de Vivienda y 28 unidades de vale basado en proyecto en Village East. También refiere a otros recursos del área (CEAP, Family Crisis Center, Habitat, Advocacy Outreach).","Offers the federal Housing Choice Voucher program and 28 project-based voucher units at Village East. Also refers to other area resources (CEAP, Family Crisis Center, Habitat, Advocacy Outreach).","","vivienda","","","","en","online","unknown","","","","","","","Listas de espera reportadas como ""muy largas""","","","","Condado de Bastrop","Bastrop County","512-281-2772","","","","https://elginhousing.org","515 Old McDade Road","","Elgin","TX","78621","Bastrop","","","https://elginhousing.org","false","false","","Elgin se extiende parcialmente al condado de Travis, pero esta autoridad y su oficina están del lado de Bastrop. Origen: Recursos_Bastrop.csv, fila 16."
"Advocacy Outreach","Advocacy Outreach (Elgin)","Advocacy Outreach (Elgin)","Ayuda de emergencia con renta, depósito y servicios públicos para familias de bajos ingresos en crisis.","Emergency rent, deposit, and utility help for low-income families in crisis.","Da renta de emergencia y depósito/primer mes para quienes enfrentan desalojo o falta de vivienda, y ayuda con servicios públicos vía programas federales. Requiere comprobante de ingresos, identificación y documentación de la crisis (aviso de desalojo/corte).","Provides emergency rent and deposit/first-month assistance for those facing eviction or homelessness, plus utility help via federal grant programs. Requires proof of income, ID, and crisis documentation (eviction/disconnect notice).","","vivienda","","","","en","phone","unknown","","","","","","","Lun 10am–12pm/1–4pm; Mar–Jue 9am–12pm/1–4pm; cerrado Vie–Dom","","","","Condado de Bastrop","Bastrop County","512-281-4180","","","","https://advocacyoutreach.org","200-A Depot Street","","Elgin","TX","78621","Bastrop","","","https://advocacyoutreach.org","false","false","","Sitio web con redirecciones inconsistentes al momento de verificar — confirmar horarios vigentes por teléfono. Origen: Recursos_Bastrop.csv, fila 17."
"Combined Community Action, Inc.","Combined Community Action — Climatización y Asistencia de Utilities (CEAP)","Combined Community Action — Weatherization and Utility Assistance (CEAP)","Asistencia para pagar electricidad/gas y climatización gratuita de la vivienda para hogares de bajos ingresos.","Help paying electric/gas bills and free home weatherization for low-income households.","Programa estatal (financiado por TDHCA) de asistencia de crisis y regular con la factura de energía (CEAP), más el Programa de Asistencia de Climatización (WAP): aislamiento, sellado de aire y reparaciones de calefacción/refrigeración. Prioridad a adultos mayores, personas con discapacidad y familias con niños de 5 años o menos.","State-funded (TDHCA) crisis and regular energy-bill assistance program (CEAP), plus the Weatherization Assistance Program (WAP): insulation, air sealing, and heating/cooling repairs. Priority to seniors, people with disabilities, and families with children age 5 or under.","","vivienda","","","","en","phone","free","","","","","","","Lun–Jue 8am–5pm, Vie 8am–3pm","","","","Condado de Bastrop","Bastrop County","979-540-2980","","","","https://ccaction.com","165 W. Austin St","","Giddings","TX","78942","Bastrop","","","https://ccaction.com","false","false","","Cobertura de Bastrop inferida de listados cruzados oficiales (Bastrop HA, Elgin HA); confirmar por teléfono antes de referir. Origen: Recursos_Bastrop.csv, fila 18."
"Austin Habitat for Humanity","Austin Habitat for Humanity — Reparación de Vivienda (Bastrop)","Austin Habitat for Humanity — Home Repair (Bastrop)","Construye/repara viviendas asequibles en una región de 5 condados que incluye Bastrop.","Builds/repairs affordable homes in a 5-county region that includes Bastrop.","Programa de Reparación de Vivienda y Programa de Vivienda Propia Asequible, más revitalización de vecindarios. El sitio afirma explícitamente que revitalizan vecindarios de Bastrop por el aumento del costo de vivienda en la zona.","Home Repair Program and Affordable Homeownership Program, plus neighborhood revitalization. The site explicitly states they revitalize Bastrop neighborhoods due to rising local housing costs.","","vivienda","","","","en","phone","unknown","","","","","","","","","","","Condado de Travis, Condado de Bastrop","Travis County, Bastrop County","512-472-8788","","","","https://austinhabitat.org","500 W Ben White Blvd","","Austin","TX","78704","Travis","","","https://austinhabitat.org","false","false","","También listados en el sitio de Bastrop Housing Authority como recurso de propiedad de vivienda. Confirmar directamente si el área de servicio incluye estas comunidades específicas Origen: Recursos_Bastrop.csv, fila 19; Recursos_Travis_No_Austin.csv, fila 49. Consolidado de 2 entradas equivalentes."
"Bastrop County Long Term Recovery Team (BCLTRT)","Equipo de Recuperación a Largo Plazo del Condado de Bastrop","Bastrop County Long Term Recovery Team","Ayuda a reconstruir/reparar hogares de familias de bajos ingresos tras desastres naturales.","Helps rebuild/repair low-income families' homes after natural disasters.","Organización voluntaria que reconstruye/repara hogares dañados por incendios forestales, inundaciones y tornados (surgió de la respuesta a los incendios de 2011 y el Hidden Pines Fire de 2015), con gestión de caso para necesidades no cubiertas.","Volunteer organization rebuilding/repairing homes damaged by wildfires, floods, and tornadoes (grew out of the 2011 wildfire response and the 2015 Hidden Pines Fire), with case management for unmet needs.","","vivienda","","","","en","phone","unknown","","","","","","","","","","","Condado de Bastrop","Bastrop County","512-521-3001","","","","https://bcltrt.org","15 American Legion Drive","","Bastrop","TX","78602","Bastrop","","","https://bcltrt.org","false","false","","Confirmar disponibilidad de fondos/proyectos activos al referir, ya que depende de financiamiento específico por desastre. Origen: Recursos_Bastrop.csv, fila 20."
"Community Health Centers of South Central Texas (CHCSCT)","Centro de Salud Comunitario de Bastrop","Bastrop Community Health Center","Centro de salud comunitario federal (FQHC) con atención primaria, dental y de salud mental a bajo costo.","Federally qualified community health center offering low-cost primary, dental, and mental health care.","Ofrece exámenes anuales, consultas por enfermedad, dental, pediatría, salud de la mujer/hombre, salud mental, atención geriátrica y vacunas/laboratorio, sin importar estatus de seguro, ingresos o antecedentes.","Offers annual exams, sick visits, dental, pediatrics, women's/men's health, mental health, senior care, and vaccines/labs, regardless of insurance status, income, or background.","","salud","","","","es|en","in_person","unknown","","","","","","","Lun–Jue 8am–5pm (Mar hasta 8pm), Vie 8am–12pm; cerrado fines de semana","","","","Condado de Bastrop","Bastrop County","512-321-7137","","","","https://communityhealthtx.com/clinics/bastrop/","275 Jackson Street","","Bastrop","TX","78602","Bastrop","","","https://communityhealthtx.com/clinics/bastrop/","false","false","","Porcentajes exactos de la escala de tarifas no publicados en línea — confirmar directamente. Origen: Recursos_Bastrop.csv, fila 22."
"Community Health Centers of South Central Texas (CHCSCT)","Centro de Salud Familiar de Elgin","Family Health Center at Elgin","Clínica comunitaria FQHC en Elgin con atención primaria, dental y salud mental para todas las edades.","FQHC community clinic in Elgin offering primary, dental, and mental health care for all ages.","Ofrece exámenes anuales, dental, salud del hombre/mujer, salud mental, pediatría, atención de adultos mayores, vacunas/laboratorio, sin importar seguro, ingresos o antecedentes.","Offers annual exams, dental, men's/women's health, mental health, pediatrics, senior care, and vaccines/labs, regardless of insurance, income, or background.","","salud","","","","es|en","in_person","unknown","","","","","","","Lun–Jue 8am–5pm, Vie 8am–12pm; cerrado fines de semana","","","","Condado de Travis, Condado de Bastrop","Travis County, Bastrop County","512-229-3334","","","","https://communityhealthtx.com/clinics/elgin/","711 W 10th St","","Elgin","TX","78621","Travis","","","https://communityhealthtx.com/clinics/elgin/","false","false","","Elgin se extiende entre los condados de Bastrop y Travis; no se confirmó en cuál cae esta dirección exacta. Confirmar si esta ubicación específica cae dentro del límite de Travis County antes de referir como recurso ""de Travis"" Origen: Recursos_Bastrop.csv, fila 23; Recursos_Travis_No_Austin.csv, fila 30. Consolidado de 2 entradas equivalentes."
"Lone Star Circle of Care (LSCC)","Lone Star Circle of Care en Bastrop","Lone Star Circle of Care at Bastrop","FQHC con medicina familiar, pediatría y salud del comportamiento, con escala de tarifas por ingresos.","FQHC offering family medicine, pediatrics, and behavioral health, with an income-based discount program.","Ofrece medicina familiar, pediatría, salud del comportamiento y visitas virtuales. ""No se niega servicio a ningún paciente por incapacidad de pago."" Acepta Medicaid, Medicare, CHIP y la mayoría de seguros; también atiende a personas sin seguro.","Offers family medicine, pediatrics, behavioral health, and virtual visits. ""No patient is ever denied services based on inability to pay."" Accepts Medicaid, Medicare, CHIP, and most insurance; uninsured patients also accepted.","","salud","","","","es|en","in_person","sliding_scale","","","","","","","Lun–Vie 8am–5pm","","","","Condado de Bastrop","Bastrop County","877-800-5722","","","","https://lonestarcares.org/location/lone-star-circle-of-care-at-bastrop/","605 Old Austin Hwy","","Bastrop","TX","78602","Bastrop","","","https://lonestarcares.org/location/lone-star-circle-of-care-at-bastrop/","false","false","","Verificado en lonestarcares.org (ago. 2026). Origen: Recursos_Bastrop.csv, fila 24."
"CommUnityCare Health Centers","Clínica OB/GYN de CommUnityCare en Bastrop","CommUnityCare OB/GYN Clinic: Bastrop","Clínica FQHC especializada en salud de la mujer, prenatal y parto.","FQHC clinic specializing in women's health, prenatal care, and delivery.","Ofrece atención prenatal y posparto, trabajo de parto y parto, ginecología, exámenes de bienestar y pruebas de embarazo. Como parte de CommUnityCare (FQHC), generalmente atiende sin importar el seguro.","Offers prenatal/postnatal care, labor and delivery, gynecology, wellness exams, and pregnancy testing. As part of CommUnityCare (an FQHC), it generally serves patients regardless of insurance.","","salud","","","","en","in_person","unknown","","","","","","","Clínica: Lun–Vie 8am–5pm; Laboratorio: Lun–Vie 8am–4:30pm (cerrado 11:30am–1pm)","","","","Condado de Bastrop","Bastrop County","512-978-8700","","","","https://communitycaretx.org/all-locations/ob-gyn-clinic-bastrop-office/","301 Hwy 71 W, Suite 111","","Bastrop","TX","78602","Bastrop","","","https://communitycaretx.org/all-locations/ob-gyn-clinic-bastrop-office/","false","false","","Escala de tarifas y elegibilidad exacta no confirmadas en esta página — verificar llamando al 512-978-9015. Origen: Recursos_Bastrop.csv, fila 25."
"Bastrop County Government","Departamento de Salud Pública del Condado de Bastrop","Bastrop County Public Health Department","Departamento de salud pública del condado: vacunas, pruebas de ITS/VIH y control de enfermedades.","County public health department: immunizations, STI/HIV testing, and disease control.","Ofrece inmunizaciones (programa TVFC/ASN), pruebas y tratamiento de ITS/VIH, pruebas de tuberculosis, vigilancia de enfermedades y coordinación de acceso a atención médica.","Provides immunizations (TVFC/ASN program), STI/HIV testing and treatment, TB testing, disease surveillance, and healthcare access coordination.","","salud","","","","en","phone","unknown","","","","","","","","","","","Condado de Bastrop","Bastrop County","512-581-4237","","","","https://bastropcounty.gov/page/public_health","Grady Tuck Building, 104 Loop 150","","Bastrop","TX","78602","Bastrop","","","https://bastropcounty.gov/page/public_health","false","false","","Departamento gubernamental, no clínica de atención primaria; confirmar servicios de WIC/salud ambiental directamente. Origen: Recursos_Bastrop.csv, fila 26."
"Bluebonnet Trails Community Services","Bluebonnet Trails Community Services — Bastrop","Bluebonnet Trails Community Services — Bastrop","Centro certificado de salud del comportamiento: salud mental, uso de sustancias y servicios de crisis.","Certified Community Behavioral Health Clinic: mental health, substance use, and crisis services.","Ofrece servicios de autismo, intervención temprana infantil, discapacidades intelectuales/del desarrollo, servicios para personas involucradas con el sistema de justicia, salud mental, servicios para veteranos, tratamiento de uso de sustancias y vivienda/empleo con apoyo.","Offers autism services, early childhood intervention, intellectual/developmental disability services, justice-involved services, mental health, veteran services, substance use treatment, and supportive housing/employment.","","salud","","","","en","in_person","unknown","","","","","","","Línea de citas 7:30am–5:30pm","","","","Condado de Williamson, Condado de Bastrop, Condado de Hays, Condado de Burnet","Williamson County, Bastrop County, Hays County, Burnet County","844-309-6385","","","","https://bbtrails.org/bastrop/","275 Jackson St","","Bastrop","TX","78602","Williamson","","","https://bbtrails.org/bastrop/","false","false","","Detalles de escala de tarifas e idiomas no confirmados en el sitio — verificar llamando directamente. Origen: Recursos_Bastrop.csv, fila 27."
"Smithville Community Clinic (organización sin fines de lucro independiente)","Clínica Comunitaria de Smithville","Smithville Community Clinic","La única clínica gratuita y caritativa del condado para personas sin seguro médico.","The only free and charitable healthcare clinic in the county for the medically uninsured.","Clínica gratuita y caritativa para personas médicamente sin seguro; ofrece atención médica, chequeos de bienestar de la mujer (mensual), consejería de salud del comportamiento, servicios dentales y un programa especial de mamografías para residentes de 50+ años.","Free and charitable clinic for the medically uninsured; offers medical care, monthly well-woman check-ups, behavioral health counseling, dental services, and a special mammogram program for qualifying residents 50+.","","salud","","","","en","phone","free","","","","","","","Médico: miércoles; Bienestar de la mujer: mensual; Salud del comportamiento: lunes–viernes; Dental: viernes y sábado","","","","Condado de Bastrop, Condado de Caldwell","Bastrop County, Caldwell County","512-237-2772","","","","https://smithvillecommunityclinic.org","808 SE Martin Luther King Drive","","Smithville","TX","78957","Bastrop","","","https://smithvillecommunityclinic.org","false","false","","Verificado en sitio oficial (ago. 2026); no acepta pacientes sin cita previa. Origen: Recursos_Bastrop.csv, fila 28."
"Bastrop County Government","Programa de Atención Médica para Indigentes del Condado de Bastrop","Bastrop County Indigent Health Care Program","Programa del condado que ayuda a cubrir costos médicos para residentes de bajos ingresos que califican.","County program that helps cover medical costs for qualifying low-income residents.","Programa financiado por el condado bajo el Código de Salud y Seguridad de Texas que ayuda a residentes de bajos ingresos sin seguro a acceder a atención médica. Elegibilidad exacta y servicios cubiertos no publicados en línea.","County-funded program under the Texas Health and Safety Code that helps qualifying low-income, uninsured residents access medical care. Exact eligibility and covered services not published online.","","salud","","","","en","phone","unknown","","","","","","","","","","","Condado de Bastrop","Bastrop County","512-581-7170","","","","https://bastropcounty.gov/page/co.indigent_health","104 Loop 150 W","","Bastrop","TX","78602","Bastrop","","","https://bastropcounty.gov/page/co.indigent_health","false","false","","Página oficial solo lista personal de contacto; se recomienda llamar directamente antes de referir. Origen: Recursos_Bastrop.csv, fila 29."
