"severity","confidence","code","status","id","slug","organization_name","title_es","title_en","primary_category","detail","recommendation"
"access","medium","address_without_in_person","draft","f628a3d6-5aac-4b4a-8286-388271782c88","sociedad-de-san-vicente-de-paul-iglesia-sagrado-corazon-elgin-sacred-heart-catholic-church-sociedad-de-san-vicente-de-paul","Sacred Heart Catholic Church / Sociedad de San Vicente de Paúl","Sociedad de San Vicente de Paúl — Iglesia Sagrado Corazón (Elgin)","Society of St. Vincent de Paul — Sacred Heart Catholic Church (Elgin)","recursos-financieros","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","published","bd0bfec9-67eb-41bf-a349-f59e6e9e21f8","st-elizabeth-of-hungary-sociedad-de-san-vicente-de-paul-st-elizabeth-of-hungary-catholic-church","St. Elizabeth of Hungary Catholic Church – St. Vincent de Paul","Ayuda Financiera y Alimentaria para Familias en Pflugerville","Financial & Food Assistance for Families in Pflugerville","recursos-financieros","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","published","67120353-9e41-4d94-987d-5b4731a05eea","st-joseph-catholic-church-manor-sociedad-de-san-vicente-de-paul-st-joseph-catholic-church","St. Joseph Catholic Church – Society of St. Vincent de Paul","Ayuda para Renta, Servicios Públicos, Alimentos y Artículos Básicos","Rent, Utility, Food & Basic Needs Assistance","recursos-financieros","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","draft","21f73241-fcef-4258-ae30-48bece224ed4","sociedad-de-san-vicente-de-paul-iglesia-st-paul-smithville-st-paul-catholic-church-sociedad-de-san-vicente-de-paul","St. Paul Catholic Church / Sociedad de San Vicente de Paúl","Sociedad de San Vicente de Paúl — Iglesia St. Paul (Smithville)","Society of St. Vincent de Paul — St. Paul Catholic Church (Smithville)","recursos-financieros","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","draft","801a5986-85a8-48fc-920c-0b4ca1142c6a","servicio-de-referencia-e-informacion-de-abogados-del-colegio-de-abogados-de-texas-state-bar-of-texas","State Bar of Texas","Servicio de Referencia e Información de Abogados (LRIS)","Lawyer Referral & Information Service (LRIS)","ayuda-legal","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","published","7ad531f3-582b-45d5-b9c7-c4edf164e26b","safe-alliance-safe-alliance","The SAFE Alliance (SAFE)","Apoyo Familiar y Violencia","Domestic Violence & Sexual Assault","vivienda","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","published","ccd0d6b2-a99e-4203-96e8-41b68f1385a2","asistencia-de-pago-inicial-hill-country-home-travis-county-housing-finance-corporation-travis-county-housing-finance-corporation","Travis County Housing Finance Corporation (TCHFC)","Ayuda para el Pago Inicial de una Vivienda","Down Payment Assistance for Homebuyers","vivienda","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","published","8e73d3df-4162-4125-b65e-ef03c3293585","atencion-para-veteranos-sin-hogar-de-va-central-texas-u-s-department-of-veterans-affairs-va-central-texas","U.S. Department of Veterans Affairs (VA Central Texas)","Atención para Veteranos sin Hogar de VA Central Texas","VA Central Texas Homeless Veteran Care","vivienda","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","address_without_in_person","published","2b71fb0b-d017-4a52-b188-67fe1b23a9cf","programa-de-alcance-de-justicia-para-veteranos-central-texas-u-s-department-of-veterans-affairs-vha","U.S. Department of Veterans Affairs (VHA)","Programa de Alcance de Justicia para Veteranos – Central Texas","VA Veterans Justice Outreach – Central Texas","ayuda-legal","Address exists but in-person is not selected.","Confirm whether this is a service location or remove the address."
"access","medium","in_person_without_address","published","89813161-cbea-4aac-b1cd-3880a150280b","a-rocha-usa-community-support-for-individuals-and-families","A Rocha USA","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","aef44fd4-dad3-46c3-b679-414b3d981ac1","african-american-youth-harvest-foundation-community-support-for-individuals-and-families","African American Youth Harvest Foundation","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","1e1c4788-2cfb-457b-80a1-e70c8f25772b","atx-kids-club-youth-development-and-recreation-programs","ATX Kids Club","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","e01eedb9-6ee0-4c1b-81c6-b822ffc9e6c7","austin-child-guidance-center-mental-health-and-wellness-services","Austin Child Guidance Center","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","e3497e15-889d-4c79-b5df-5464e49d62b3","austin-clubhouse-mental-health-and-wellness-services","Austin Clubhouse","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","d7cdfca1-dd48-419e-9b40-bc26888e1ede","clases-de-ingles-ged-y-capacitacion-laboral-austin-community-college-district","Austin Community College District","Clases de inglés, GED y capacitación laboral","English, GED, and Career Training Programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","b460fd32-3961-4299-9beb-4f29f185029b","austin-creative-reuse-education-and-learning-support-programs","Austin Creative Reuse","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","f114ecc1-49ca-4a76-ac67-cf07dc060373","austin-habitat-for-humanity-housing-and-basic-needs-assistance","Austin Habitat for Humanity","Vivienda y asistencia para necesidades básicas","Housing and basic-needs assistance","vivienda","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","1eb2779a-7fd2-4524-a9d4-2f66924afa2b","austin-voices-for-education-and-youth-community-support-for-individuals-and-families","Austin Voices for Education and Youth","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7fa18f46-b399-464b-aad2-a7a363e16d3d","clinicas-de-inscripcion-a-seguro-medico-austin-voices-for-education-and-youth-avey","Austin Voices for Education and Youth (AVEY)","Clínicas de inscripción a seguro médico","Health insurance enrollment clinics","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","000603d6-1748-4b96-8b53-6199e5631544","ayuda-para-usar-mychart-austin-voices-for-education-and-youth-avey","Austin Voices for Education and Youth (AVEY)","Ayuda para usar MyChart","MyChart enrollment and technology help","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","d8a4c908-3fc6-4462-8f83-6b47945f1185","austin-youth-fitness-youth-development-and-recreation-programs","Austin Youth Fitness","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","6c0c4768-3cad-4e52-b3cd-67f0bcb006ce","austin-youth-river-watch-youth-development-and-recreation-programs","Austin Youth River Watch","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7c98a4a6-92bf-4ba7-99a0-3f1f9217008b","autism-society-of-texas-community-support-for-individuals-and-families","Autism Society of Texas","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","8f77124b-79e0-406e-b2bd-ceb422004b23","beat-4-beat-education-and-learning-support-programs","Beat 4 Beat","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","98d4da6f-df63-4e3f-b11e-5647f372c084","black-mamas-atx-community-support-for-individuals-and-families","Black Mamas ATX","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","0582465d-96a1-4806-a237-22ee6bed50d3","black-women-who-community-support-for-individuals-and-families","Black Women Who","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","84bc6c87-6a0e-4e45-8677-6c6aa9c9242b","bluebonnet-trails-mental-health","Bluebonnet Trails Community Services","Servicios de salud mental y crisis","Mental health and crisis services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","dc1dba5f-ed5e-4f0b-ab30-931192372aed","boys-and-girls-club-of-georgetown-youth-development-and-recreation-programs","Boys and Girls Club of Georgetown","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7d9f192e-046d-4def-8c1b-ef30bbdbbf5a","breakthrough-ctx-education-and-learning-support-programs","Breakthrough CTX","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","180d2b16-e6f5-47b5-92fa-44df43637545","bridge-lacrosse-youth-development-and-recreation-programs","Bridge Lacrosse","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","0e0452ad-c60b-4f3b-92ab-0434444425f4","candlelight-ranch-youth-development-and-recreation-programs","Candlelight Ranch","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","61bdd76d-f81b-493a-ab05-584d643c593c","carts-williamson-county-transportation","Capital Area Rural Transportation System","Transporte público rural CARTS","CARTS rural public transportation","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","2428ce80-12ca-41f2-b8c4-2e7f97ccc0b2","transporte-rural-y-regional-en-travis-county-capital-area-rural-transportation-system-carts","Capital Area Rural Transportation System (CARTS)","Transporte rural y regional en Travis County","Rural and Regional Transportation in Travis County","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","58886f56-a383-4fab-9de3-69091c2bb92f","carts-now-bastrop-servicio-a-demanda-capital-area-rural-transportation-system-carts","Capital Area Rural Transportation System (CARTS)","CARTS Now Bastrop (servicio a demanda)","CARTS Now Bastrop (on-demand service)","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","6a4e5f6f-82a4-466d-83ab-c7e908f7081f","carts-now-elgin-servicio-a-demanda-capital-area-rural-transportation-system-carts","Capital Area Rural Transportation System (CARTS)","CARTS Now Elgin (servicio a demanda)","CARTS Now Elgin (on-demand service)","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","c336fcb3-3fc8-4767-9bbc-e73dd7f5d974","servicio-local-de-la-ciudad-de-smithville-carts-carts-en-contrato-con-la-ciudad-de-smithville","CARTS, en contrato con la Ciudad de Smithville","Servicio Local de la Ciudad de Smithville (CARTS)","City of Smithville Local Service (CARTS)","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","52e14780-187c-4da0-aa22-8723a2dc8334","carts-metro-connector-ruta-990-manor-elgin-express-carts-en-coordinacion-con-capital-metro","CARTS, en coordinación con Capital Metro","CARTS Metro Connector / Ruta 990 Manor–Elgin Express","CARTS Metro Connector / Route 990 Manor/Elgin Express","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","f695bd6c-bf3c-4476-b78c-2262aa8befb8","cary-council-on-at-risk-youth-education-and-learning-support-programs","CARY (Council on At Risk Youth)","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","179bfc2d-5f17-4f27-9000-086c4ec3c871","center-for-child-protection-education-and-learning-support-programs","Center for Child Protection","Programas educativos y apoyo al aprendizaje","Education and learning support programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","964ed8a9-7a7f-48b6-8d16-233adc81572d","centered-youth-clinic-and-consulting-mental-health-and-wellness-services","Centered Youth Clinic & Consulting","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","cc1e8755-504a-4bb2-8af6-0b86dd9d9fa3","centros-de-salud-y-bienestar-central-health","Central Health","Centros de salud y bienestar","Health and wellness centers","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7c12b2f6-3825-479d-932b-e64bf14a6006","encuentra-alimentos-cerca-de-ti-central-texas-food-bank","Central Texas Food Bank","Encuentra alimentos cerca de ti","Find Food Near You","comida","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","265e6ee1-0afb-4146-9f65-ace9c5f0fd94","central-texas-food-bank-benefits-williamson","Central Texas Food Bank","Ayuda para solicitar beneficios públicos","Public benefits application assistance","recursos-financieros","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","20e66dca-2481-48d1-a472-2f0cd5092e22","christi-center-mental-health-and-wellness-services","Christi Center","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","6979b575-1dc0-4995-8ba3-2dc3a7a76413","descuentos-y-ayuda-con-servicios-publicos-city-of-austin-utilities-austin-energy","City of Austin Utilities / Austin Energy","Descuentos y ayuda con servicios públicos","Utility Discounts and Emergency Assistance","recursos-financieros","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","eb50ec57-9f9f-413b-a695-5d9d14744273","link-cedar-park","City of Cedar Park","LiNK Cedar Park","LiNK Cedar Park","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","10825944-0e36-452d-94a3-148363d1ee10","round-rock-rides","City of Round Rock","Round Rock Rides","Round Rock Rides","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","1c36da4e-fca1-45c1-a90d-307af32eaeb7","college-possible-texas-community-support-for-individuals-and-families","College Possible Texas","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","29a68c85-b3d6-431c-be10-9217ef6ea7b3","meals-on-wheels-rural-capital-area-combined-community-action-inc","Combined Community Action, Inc.","Meals on Wheels Rural Capital Area","Meals on Wheels Rural Capital Area","comida","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","7579a51f-b20b-48d1-803d-565fae885ee7","community-action-adult-education-williamson","Community Action, Inc. of Central Texas","Educación para adultos y capacitación laboral","Adult education and workforce training","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","9705f473-749a-45d8-aa10-c1c7e7b35537","atencion-medica-primaria-y-especializada-communitycare-health-centers","CommUnityCare Health Centers","Atención médica primaria y especializada","Primary and Specialty Health Care","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","684e5303-f318-4851-ac58-b2c899680469","con-mi-madre-community-support-for-individuals-and-families","Con Mi Madre","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","4058c496-d4db-4eff-81ec-41f098c3527b","creative-action-youth-development-and-recreation-programs","Creative Action","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","9a3dbad5-475f-4fc9-bf04-66897b2da65c","cross-creek-behavioral-health-hospital-mental-health-and-wellness-services","Cross Creek Behavioral Health Hospital","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","5ebe2d7f-a56c-4e2c-89ff-03f385c585a6","crux-climbing-center-youth-development-and-recreation-programs","Crux Climbing Center","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","77f8682b-dc32-4ba5-87c7-e067208a8df0","david-phillips-foundation-youth-development-and-recreation-programs","David Phillips Foundation","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","2cf67bff-cb89-4145-bcaa-06eea395e39a","dell-children-s-health-plan-mental-health-and-wellness-services","Dell Children's Health Plan","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","fa2a5b60-1967-4367-b0a6-97f9d68d0c91","dress-for-success-austin-community-support-for-individuals-and-families","Dress for Success Austin","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","ef4c29a6-c365-45bd-9522-4372e0bcd2f0","transporte-gratuito-para-adultos-mayores-drive-a-senior","Drive a Senior","Transporte gratuito para adultos mayores","Free Transportation for Older Adults","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","f2839ead-ac8c-4fc8-a137-5294ba153283","drive-a-senior-transporte-para-adultos-mayores-del-centro-de-texas-drive-a-senior-antes-chariot","Drive a Senior (antes ""Chariot"")","Drive a Senior — Transporte para Adultos Mayores del Centro de Texas","Drive a Senior — Central Texas Senior Transportation","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","640c90ee-1db6-40f5-9523-3a873742e909","drive-a-senior-central-texas-drive-a-senior-central-texas","Drive a Senior Central Texas","Transporte y apoyo en el hogar para adultos mayores","Transportation and in-home support for older adults","transporte","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","61c2eb0e-15e4-4ab3-850d-b0523906648c","eanes-care-eanes-isd-eanes-independent-school-district","Eanes Independent School District","Cuidado Infantil, Educación Temprana y Programa después de Escuela","Child Care, Early Education & After-School","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","464ffcb3-0fc6-46e9-8613-e581d1f31fa9","emancipet-community-support-williamson","Emancipet","Clínicas veterinarias móviles","Mobile veterinary clinics","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","5dae4db1-6d7d-47ce-a9a8-822cdd6b50a9","explore-austin-youth-development-and-recreation-programs","Explore Austin","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","ecaa3518-9c6d-46c9-8ab8-82c41abd5fd0","families-in-nature-youth-development-and-recreation-programs","Families in Nature","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","draft","8c649e92-d0c9-48b6-bbbd-020dfc153811","centro-de-crisis-familiar-refugio-del-condado-de-bastrop-family-crisis-center-inc","Family Crisis Center, Inc.","Refugio y apoyo para sobrevivientes de violencia","Shelter and support for survivors of violence","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","c7d5e8eb-2fe9-4426-b76f-df160b7294db","proyecto-de-solicitud-simplificada-de-texas-tsap-snap-para-adultos-mayores-feeding-texas-texas-hhsc","Feeding Texas / Texas HHSC","Proyecto de Solicitud Simplificada de Texas (TSAP) — SNAP para Adultos Mayores","Texas Simplified Application Project (TSAP) — SNAP for Seniors","comida","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","17d7d8cf-38ce-4b5f-952c-5426e84a723f","foster-angels-of-central-texas-support-for-foster-youth-and-families","Foster Angels of Central Texas","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","2c4a2020-6a11-443c-be76-22b87d68cc87","foster-village-support-for-foster-youth-and-families","Foster Village","Apoyo para jóvenes y familias de cuidado temporal","Support for foster youth and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","46442109-648c-4f51-9ed4-df714e0f9864","fostering-hope-community-support-for-individuals-and-families","Fostering Hope","Apoyo comunitario para personas y familias","Community support for individuals and families","otros-recursos","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","01742e09-a7bc-4597-9697-7682b1623521","girl-scouts-of-central-texas-youth-development-and-recreation-programs","Girl Scouts of Central Texas","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","084b197a-594d-4614-bbd9-600775df37d6","girls-empowerment-network-youth-development-and-recreation-programs","Girls Empowerment Network","Programas de desarrollo y recreación juvenil","Youth development and recreation programs","educacion","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","82498cc8-75da-410b-8e26-8c572a635a0c","giving-austin-labor-support-gals-mental-health-and-wellness-services","Giving Austin Labor Support (GALS)","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
"access","medium","in_person_without_address","published","40f9a72b-aa77-4860-8ffd-6e4c473993a8","healing-wings-llc-mental-health-and-wellness-services","Healing Wings LLC","Servicios de salud mental y bienestar","Mental health and wellness services","salud","In-person method has no street address.","Confirm a real service location or remove in-person."
